变量名,fmt,fmt_tw,fmt_en,fmt_vn,fmt_kr,fmt_pt,fmt_th
37002,2、上阵精灵，总先手值高的先出手；先手值相同则总战力高的先出手。,2、上陣精靈，總先手值高的先出手；先手值相同則總戰力高的先出手。,"2. The Pokémon with the highest total first-move value attacks first; if the value of the first-move value is the same, the one with the higher combat power makes the first move.",,"""2. 출전 포켓몬의 선공 수치가 빠른 쪽이 먼저 공격하며, 수치가 동일할 경우 총 전투력이 높은 쪽이 먼저 공격합니다.""","2. O Pokémon com o maior valor total de primeiro movimento ataca primeiro; se o valor do primeiro movimento for o mesmo, aquele com o maior poder de combate faz o primeiro movimento.",2. โปเกมอนที่มีค่าการเคลื่อนไหวแรกรวมสูงที่สุดจะเป็นโปเกมอนที่โจมตีก่อน หากค่าการเคลื่อนไหวแรกเท่ากัน โปเกมอนที่มีค่าพลังการต่อสู้สูงกว่าจะเป็นโปเกมอนที่เคลื่อนไหวก่อน
37003,3、两个精灵对战，最高战斗回合为10回合。,3、兩個精靈對戰，最高戰鬥回合為10回合。,"3. When two Pokémons battle against each other, the maximum No. of turns is 10.",,3. 두 포켓몬의 대전은 최대 10턴간 전투가 진행됩니다.,"3. Quando dois Pokémon lutam entre si, o número máximo de turnos é 10.",3. เมื่อโปเกมอน 2 ตัวต่อสู้กัน จำนวนเทิร์นสูงสุดคือ 10
37004,4、10回合结束后如均末死亡，则剩余血量百分比高的一方获胜。,4、10回合結束後如均末死亡，則剩餘血量百分比高的一方獲勝。,"4. If all of the Pokémons survive at the end of the 10th turn, the one with the higher remaining HP% wins",,"""4. 10턴 종료 후 승부가 나지 않을 경우, 남은 HP 퍼센트가 높은 쪽이 승리합니다.""","4. Se todos os Pokémon sobreviverem no final do 10º turno, aquele com o maior HP% restante vence",4. หากโปเกมอนทั้งหมดรอดชีวิตเมื่อสิ้นสุดเทิร์นที่ 10 โปเกมอนที่มี HP% ที่เหลือมากกว่าจะเป็นผู้ชนะ
37005,5、最终有存活精灵的一方胜利。,5、最終有存活精靈的一方勝利。,5. The side with surviving Pokémons wins.,,5. 최종 생존 포켓몬이 있는 쪽이 승리합니다.,5. O lado com Pokémon sobreviventes vence.,5. ฝ่ายที่มีโปเกมอนรอดชีวิตเป็นผู้ชนะ
,,,,,,,
38001,1、玩家第一天可下注自已在预选赛中胜利场次的单双数。,1、玩家第一天可下註自已在預選賽中勝利場次的單雙數。,1. Trainers can place a bet on whether their number of victories in the qualifiers will be an odd or even number.,,1. 유저는 1일 차에 자신의 예선전 승리 경기 횟수의 홀짝에 베팅할 수 있습니다.,1. Os treinadores podem apostar se o número de vitórias nas eliminatórias será par ou ímpar.,1. ผู้ฝึกสอนสามารถวางเดิมพันได้ว่าจำนวนชัยชนะในรอบคัดเลือกจะเป็นจำนวนคี่หรือคู่
38002,2、第二天可下注该区总战力前20强玩家的冠军归属。,2、第二天可下註該區總戰力前20強玩家的冠軍歸屬。,2. You can bet on the winner of the server's top 20 trainers in combat power ranking on the next day.,,2. 2일 차에는 해당 구역의 총 전투력 상위 20위 유저의 우승 여부에 베팅할 수 있습니다.,2. Você pode apostar no vencedor do ranking dos 20 melhores treinadores do servidor em poder de combate no dia seguinte.,2. คุณสามารถเดิมพันผู้ชนะอันดับเทรนเนอร์ 20 อันดับแรกของเซิร์ฟเวอร์ในการจัดอันดับพลังการต่อสู้ในวันถัดไปได้
38003,3、冠军下注，赔率越高，回报越大。每期最高可获得1000000金币,3、冠軍下註，賠率越高，回報越大。每期最高可獲得1000000金幣,"3. Place a bet on the champion. The higher the odds, the greater the returns. You get to win up to 1,000,000 coins per season.",,3. 우승 베팅 시 배율이 높을수록 보상이 증가합니다. 매회 최대 1000000코인을 획득할 수 있습니다.,"3. Faça uma aposta no campeão. Quanto maiores as probabilidades, maiores os retornos. Você pode ganhar até 1.000.000 de moedas por temporada.","3. วางเดิมพันกับแชมเปี้ยน ยิ่งอัตราต่อรองสูง ผลตอบแทนก็จะยิ่งมากขึ้น คุณสามารถชนะรางวัลได้มากถึง 1,000,000 เหรียญต่อฤดูกาล"
38004,4、如下注对象进入四强则返还1.5倍金额，未进入四强则返还一半金额,4、如下註物件進入四強則返還1.5倍金額，未進入四強則返還一半金額,"4. If the contestant you bet on enters the semifinals, you will receive 1.5 times of the bet. Otherwise, you will receive half of your bet.",,"""4. 베팅 대상이 4강에 진입할 시 1.5배의 금액을 반환하며, 진입하지 못할 경우 절반의 금액을 반환합니다.""","4. Se o competidor em que você apostou entrar nas semifinais, você receberá 1,5 vezes a aposta. Caso contrário, você receberá metade da sua aposta.",4. หากผู้เข้าแข่งขันที่คุณเดิมพันเข้าสู่รอบรองชนะเลิศ คุณจะได้รับ 1.5 เท่าของเงินเดิมพัน หากไม่เป็นเช่นนั้น คุณจะได้รับครึ่งหนึ่งของเงินเดิมพัน
,,,,,,,
39001,1.报名时间：#C0xF76B45#10:00-19:50,1.報名時間：#C0xF76B45#10:00-19:50,1. Registration time: #C0xF76B45#13:00-21:50,,1. 신청 시간: #C0xF76B45#오전 10:00-19:50,1. Horário de inscrição: #C0xF76B45#13:00-21:50,1. เวลาลงทะเบียน: #C0xF76B45#13:00-21:50
39002,2.比赛时间：#C0xF76B45#20:00-20:55,2.比賽時間：#C0xF76B45#20:00-20:55,2. Tournament time: #C0xF76B45#22:00-22:55,,2. 경기 시간: #C0xF76B45#20:00-20:55,2. Horário do torneio: #C0xF76B45#22:00-22:55,2. เวลาการแข่งขัน: #C0xF76B45#22:00-22:55
39003,3.报名时最多选择10名精灵上场，报名成功后可更换阵容,3.報名時最多選擇10名精靈上場，報名成功後可更換陣容,3. Trainers can select up to 10 Pokémons to battle during the registration. The line-up can be adjusted after the registration is successful,,"""3. 신청 시 최대 10명의 포켓몬을 출전시킬 수 있으며, 신청 성공 후에도 라인업을 변경할 수 있습니다.""",3. Os treinadores podem selecionar até 10 Pokémons para batalhar durante o registro. A escalação pode ser ajustada após o registro ser bem-sucedido,3. ผู้ฝึกสามารถเลือกโปเกมอนได้สูงสุด 10 ตัวเพื่อต่อสู้ในระหว่างการลงทะเบียน สามารถปรับรายชื่อโปเกมอนได้หลังจากลงทะเบียนสำเร็จ
39004,4.比赛分为预选赛和八强赛两部分，预选赛的8强可进入八强赛,4.比賽分為預選賽和八強賽兩部分，預選賽的8強可進入八強賽,4. The competition is divided into the qualifiers and the quarterfinals. The top 8 of the qualifiers will enter the quarterfinals.,,"""4. 경기는 예선전, 8강전의 두 단계로 나뉘며, 예선전 내 8강은 8강전에 진출합니다.""",4. A competição é dividida em eliminatórias e quartas de final. Os 8 melhores classificados entrarão nas quartas de final.,4. การแข่งขันจะแบ่งเป็นรอบคัดเลือกและรอบก่อนรองชนะเลิศ โดยผู้เข้ารอบ 8 อันดับแรกจะเข้าสู่รอบก่อนรองชนะเลิศ
39005,5.比赛开始前1分钟，玩家无法调整上阵阵容,5.比賽開始前1分鐘，玩家無法調整上陣陣容,5. Players are free to adjust the line-up until one minute before the tournament starts,,5. 경기 시작 1분 전이 되면 라인업을 수정할 수 없습니다.,5. Os jogadores são livres para ajustar a escalação até um minuto antes do início do torneio,5. ผู้เล่นสามารถปรับรายชื่อผู้เล่นได้จนถึงหนึ่งนาทีก่อนการแข่งขันเริ่มต้น
39006,6.VIP3及以上的玩家在每天报名截止前50分钟将自动进行报名,6.VIP3以上的玩家每天可以自動報名,6. Trainers of VIP 3 and above register automatically everyday,,6. VIP 3레벨 이상의 유저는 매일 자동으로 참가 신청을 진행합니다.,6. Os treinadores VIP 3 e acima registram-se automaticamente todos os dias,6. เทรนเนอร์ระดับ VIP 3 ขึ้นไป ลงทะเบียนอัตโนมัติทุกวัน
39007,7.战斗阶段双方最多战斗10回合，回合结束双方未分胜负，若双方血量都高于90%，则按照造成伤害较高的一方胜出，若其中只要有一方血量百分比低于90%，则按照最终血量百分比较高的一方胜出,7.戰鬥階段雙方最多戰鬥10回合，回合結束雙方未分勝負，若雙方血量都高於90%，則按照造成傷害較高的一方勝出，若其中只要有一方血量百分比低於90%，則按照最終血量百分比較高的一方勝出,"7. During the battle, both sides can fight up to 10 turns. If the winner is still undecided at the end of the 10th turn, the one with the highest percentage of HP remaining wins.",,"""7. 전투 단계에서 양측은 최대 10턴간 전투를 진행하며, 턴 종료 후 승부가 나지 않고, 양측의 HP가 모두 90% 이상일 시 피해량이 높은 쪽이 승리합니다. 한쪽만 HP 퍼센트가 90% 미만일 경우, 최종 HP 퍼센트가 높은 쪽이 승리합니다.""","7. Durante a batalha, ambos os lados podem lutar até 10 turnos. Se o vencedor ainda estiver indeciso no final do 10º turno, aquele com a maior porcentagem de HP restante vence.",7. ในระหว่างการต่อสู้ ทั้งสองฝ่ายสามารถต่อสู้กันได้นานสูงสุด 10 รอบ หากยังไม่สามารถตัดสินผู้ชนะได้เมื่อสิ้นสุดรอบที่ 10 ผู้ที่มีเปอร์เซ็นต์ HP ที่เหลืออยู่สูงที่สุดจะเป็นผู้ชนะ
39008,8.比赛存在积分排行，积分由精灵造成的伤害决定，伤害越高，积分越高,8.比賽存在積分排行，積分由精靈造成的傷害決定，傷害越高，積分越高,"8. There's a point ranking system in the tournament. The points are determined by the damage inflicted by the Pokémon. The higher the damage, the higher the points earned.",,"""8. 경기에는 포인트 순위가 존재하며, 포인트는 포켓몬이 입힌 피해에 따라 결정됩니다. 즉 피해가 높을수록 포인트가 높아집니다.""","8. Há um sistema de classificação de pontos no torneio. Os pontos são determinados pelo dano causado pelo Pokémon. Quanto maior o dano, maiores os pontos ganhos.",8. มีระบบการจัดอันดับคะแนนในการแข่งขัน โดยคะแนนจะถูกกำหนดตามความเสียหายที่โปเกมอนสร้างขึ้น ยิ่งความเสียหายสูงเท่าไร คะแนนที่ได้รับก็จะยิ่งสูงขึ้นเท่านั้น
39009,9.每天10点可以开始下注，赔率越高，回报越丰厚，每天最高可获得100w金币,9.每天10點可以開始下註，賠率越高，回報越豐厚，每天最高可獲得100w金幣,"9. Trainers can start placing their bets at 10:00 daily. The higher the odds, the better the rewards of up to 10,000,000 coins per day.",,"""9. 매일 10시에 베팅을 진행할 수 있으며, 배율이 높을수록 보상이 증가합니다. 매일 최대 100만 코인까지 획득할 수 있습니다.""","9. Os treinadores podem começar a fazer suas apostas às 10:00 diariamente. Quanto maiores as probabilidades, melhores as recompensas de até 10.000.000 moedas por dia.","9. ผู้ฝึกสอนสามารถเริ่มวางเดิมพันได้ในเวลา 10.00 น. ของทุกวัน ยิ่งอัตราเดิมพันสูง รางวัลจะยิ่งดีขึ้น โดยจะสูงถึง 10,000,000 เหรียญต่อวัน"
