变量名,randomLibID,drawWeight,drawWeightFix,attrsDesc,attrsDesc_tw,attrsDesc_en,attrsDesc_vn,attrsDesc_kr,attrsDesc_pt,attrsDesc_th,recastWeight,recastWeightFix,attrType1,attrNum1,attrType2,attrNum2
524,60003,200,0,百分比双防,百分比雙防,Percentage P. & Sp. DEF,% Phòng Thủ Vật Lý & Đặc Biệt,% 물리 및 특수 방어,Porcentagem P. & Sp. DEF,เปอร์เซ็นต์ P. & Sp. DEF,<<0;10;100>;<11;20;150>;<21;30;200>;<31;40;250>;<41;50;300>;<51;60;350>;<61;70;400>;<71;999999;400>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,9,<2.4%;3.6%;4.8%;6%;7.5%;9%;10.5%;12%>,10,<2.4%;3.6%;4.8%;6%;7.5%;9%;10.5%;12%>
525,60003,200,0,暴击抗性,暴擊抗性,CRI RES,Kháng Bạo Kích,치명타 저항,CRI RES,ดัชนีความเชื่อมั่นผู้บริโภค,<<0;10;50>;<11;20;100>;<21;30;150>;<31;40;200>;<41;50;250>;<51;60;300>;<61;70;350>;<71;999999;350>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,16,<120;180;240;300;360;420;480;540>,0,<>
526,60003,200,0,治疗效果,治療效果,Heal effect,Hiệu Quả Hồi Máu,치유 효과,Efeito de cura,ผลการรักษา,<<0;10;50>;<11;20;100>;<21;30;150>;<31;40;200>;<41;50;250>;<51;60;300>;<61;70;350>;<71;999999;350>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,28,<120;180;240;300;360;420;480;540>,0,<>
527,60003,200,0,反弹,反彈,Reflect,Phản Đòn,반사,Refletir,สะท้อน,<<0;10;50>;<11;20;100>;<21;30;150>;<31;40;200>;<41;50;250>;<51;60;300>;<61;70;350>;<71;999999;350>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,27,<120;180;240;300;360;420;480;540>,0,<>
528,60003,200,0,抵御,抵禦,Block,Chặn Đòn,막기,Bloquear,ปิดกั้น,<<0;10;50>;<11;20;100>;<21;30;150>;<31;40;200>;<41;50;250>;<51;60;300>;<61;70;350>;<71;999999;350>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,17,<120;180;240;300;360;420;480;540>,0,<>
529,60003,200,0,免疫控制率,免疫控制率,Control resist rate,Tỷ Lệ Kháng Khống Chế,제어 저항률,Taxa de resistência de controle,อัตราการต้านทานการควบคุม,<<0;10;50>;<11;20;100>;<21;30;150>;<31;40;200>;<41;50;250>;<51;60;300>;<61;70;350>;<71;999999;350>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,91,<120;180;240;300;360;420;480;540>,0,<>
530,60003,200,0,伤害减免,傷害減免,DMG reduction,Giảm Sát Thương,피해 감소,Redução de DMG,การลดความเสียหาย,<<0;10;50>;<11;20;100>;<21;30;150>;<31;40;200>;<41;50;250>;<51;60;300>;<61;70;350>;<71;999999;350>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,23,<120;180;240;300;360;420;480;540>,0,<>
531,60003,200,0,必杀抗性,必殺抗性,Ultimate Skill resistance,Kháng Kỹ Năng Cuối,필살기 저항,Resistência à Habilidade Suprema,ทักษะการต้านทานขั้นสูงสุด,<<0;10;50>;<11;20;100>;<21;30;150>;<31;40;200>;<41;50;250>;<51;60;300>;<61;70;350>;<71;999999;350>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,25,<120;180;240;300;360;420;480;540>,0,<>
541,60004,200,0,固定速度,固定速度,Fixed speed,Tốc Độ Cố Định,고정 속도,Velocidade fixa,ความเร็วคงที่,<<0;10;100>;<11;20;150>;<21;30;200>;<31;40;250>;<41;50;300>;<51;60;350>;<61;70;400>;<71;999999;400>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,13,<16;22;29;35;42;50;60;70>,0,<>
542,60004,200,0,怒气回复速度,怒氣回復速度,Anger recovery speed,Tốc Độ Hồi Nộ Khí,분노 회복 속도,Velocidade de recuperação da raiva,ความเร็วในการฟื้นตัวจากความโกรธ,<<0;10;100>;<11;20;100>;<21;30;100>;<31;40;100>;<41;50;100>;<51;60;100>;<61;70;100>;<71;999999;100>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,5,<120;180;240;300;360;420;480;540>,0,<>
543,60004,200,0,固定双攻,固定雙攻,Fixed P. & Sp. ATK,Tấn Công Vật Lý & Đặc Biệt Cố Định,고정 물리 및 특수 공격,P. fixo e ATK Sp.,แก้ไขค่า P. & Sp. ATK,<<0;10;200>;<11;20;200>;<21;30;200>;<31;40;200>;<41;50;200>;<51;60;200>;<61;70;200>;<71;999999;200>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,7,<320;448;576;704;734;764;800;835>,8,<320;448;576;704;734;764;800;835>
544,60004,200,0,百分比双攻,百分比雙攻,Percentage P. & Sp. ATK,% Tấn Công Vật Lý & Đặc Biệt,% 물리 및 특수 공격,Porcentagem P. & Sp. ATK,เปอร์เซ็นต์ P. & Sp. ATK,<<0;10;200>;<11;20;200>;<21;30;200>;<31;40;200>;<41;50;200>;<51;60;200>;<61;70;200>;<71;999999;200>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,7,<2.4%;3.6%;4.8%;6%;7.5%;9%;10.5%;12%>,8,<2.4%;3.6%;4.8%;6%;7.5%;9%;10.5%;12%>
545,60004,200,0,双防忽视,雙防忽視,P. & Sp. DEF Ignorance,Xuyên Phòng Thủ Vật Lý & Đặc Biệt,물리 및 특수 방어 무시,P. & Sp. DEF Ignorância,P. & Sp. DEF ความไม่รู้,<<0;10;50>;<11;20;100>;<21;30;100>;<31;40;100>;<41;50;100>;<51;60;100>;<61;70;100>;<71;999999;100>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,11,<120;180;240;300;360;420;480;540>,12,<120;180;240;300;360;420;480;540>
546,60004,200,0,暴击,暴擊,Crit,Bạo Kích,치명타,Crítico,คริติคอล,<<0;10;50>;<11;20;100>;<21;30;100>;<31;40;100>;<41;50;100>;<51;60;100>;<61;70;100>;<71;999999;100>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,14,<120;180;240;300;360;420;480;540>,0,<>
547,60004,200,0,暴击伤害,暴擊傷害,CRI DMG,Sát Thương Bạo Kích,치명타 피해,CRI DMG,CRI ดีเอ็มจี,<<0;10;50>;<11;20;100>;<21;30;100>;<31;40;100>;<41;50;100>;<51;60;100>;<61;70;100>;<71;999999;100>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,15,<120;180;240;300;360;420;480;540>,0,<>
548,60004,200,0,破抵御,破抵禦,Block Break rate,Tỷ Lệ Phá Chặn,막기 돌파율,Taxa de quebra de bloco,อัตราการบล็อคเบรก,<<0;10;50>;<11;20;100>;<21;30;100>;<31;40;100>;<41;50;100>;<51;60;100>;<61;70;100>;<71;999999;100>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,18,<120;180;240;300;360;420;480;540>,0,<>
549,60004,200,0,控制率,控制率,Control rate,Tỷ Lệ Khống Chế,제어율,Taxa de controle,อัตราการควบคุม,<<0;10;50>;<11;20;100>;<21;30;100>;<31;40;100>;<41;50;100>;<51;60;100>;<61;70;100>;<71;999999;100>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,90,<120;180;240;300;360;420;480;540>,0,<>
550,60004,200,0,伤害加成,傷害加成,ATK bonus,Thưởng Tấn Công,공격 보너스,Bônus de ATK,โบนัส ATK,<<0;10;50>;<11;20;100>;<21;30;100>;<31;40;100>;<41;50;100>;<51;60;100>;<61;70;100>;<71;999999;100>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,22,<120;180;240;300;360;420;480;540>,0,<>
551,60004,200,0,必杀加成,必殺加成,Ultimate Skill bonus,Thưởng Kỹ Năng Cuối,필살기 보너스,Bônus de Habilidade Suprema,โบนัสทักษะขั้นสูงสุด,<<0;10;50>;<11;20;100>;<21;30;100>;<31;40;100>;<41;50;100>;<51;60;100>;<61;70;100>;<71;999999;100>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,24,<120;180;240;300;360;420;480;540>,0,<>
561,60005,200,0,固定生命,固定生命,Fixed HP,HP Cố Định,고정 HP,HP fixo,HP คงที่,<<0;10;200>;<11;20;200>;<21;30;200>;<31;40;200>;<41;50;200>;<51;60;200>;<61;70;200>;<71;999999;200>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,1,<1600;2240;2880;3520;4200;5000;5800;6600>,0,<>
562,60005,200,0,百分比生命,百分比生命,Percentage of HP,% HP,% HP,Porcentagem de HP,เปอร์เซ็นต์ของแรงม้า,<<0;10;100>;<11;20;150>;<21;30;150>;<31;40;150>;<41;50;150>;<51;60;150>;<61;70;150>;<71;999999;200>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,1,<2.4%;3.6%;4.8%;6%;7.5%;9%;10.5%;12%>,0,<>
563,60005,200,0,固定双防,固定雙防,Fixed P. & Sp. DEF,Phòng Thủ Vật Lý & Đặc Biệt Cố Định,고정 물리 및 특수 방어,DEF fixo P. & Sp.,คงที่ P. & Sp. DEF,<<0;10;200>;<11;20;200>;<21;30;200>;<31;40;200>;<41;50;200>;<51;60;200>;<61;70;200>;<71;999999;200>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,9,<224;314;403;493;600;700;800;900>,10,<224;314;403;493;600;700;800;900>
564,60005,200,0,百分比双防,百分比雙防,Percentage P. & Sp. DEF,% Phòng Thủ Vật Lý & Đặc Biệt,% 물리 및 특수 방어,Porcentagem P. & Sp. DEF,เปอร์เซ็นต์ P. & Sp. DEF,<<0;10;100>;<11;20;150>;<21;30;150>;<31;40;150>;<41;50;150>;<51;60;150>;<61;70;150>;<71;999999;200>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,9,<2.4%;3.6%;4.8%;6%;7.5%;9%;10.5%;12%>,10,<2.4%;3.6%;4.8%;6%;7.5%;9%;10.5%;12%>
565,60005,200,0,暴击抗性,暴擊抗性,CRI RES,Kháng Bạo Kích,치명타 저항,CRI RES,ดัชนีความเชื่อมั่นผู้บริโภค,<<0;10;100>;<11;20;100>;<21;30;150>;<31;40;150>;<41;50;150>;<51;60;150>;<61;70;150>;<71;999999;150>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,16,<120;180;240;300;360;420;480;540>,0,<>
566,60005,200,0,治疗效果,治療效果,Heal effect,Hiệu Quả Hồi Máu,치유 효과,Efeito de cura,ผลการรักษา,<<0;10;100>;<11;20;100>;<21;30;150>;<31;40;150>;<41;50;150>;<51;60;150>;<61;70;150>;<71;999999;150>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,28,<120;180;240;300;360;420;480;540>,0,<>
567,60005,200,0,反弹,反彈,Reflect,Phản Đòn,반사,Refletir,สะท้อน,<<0;10;50>;<11;20;100>;<21;30;150>;<31;40;200>;<41;50;250>;<51;60;300>;<61;70;350>;<71;999999;350>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,27,<120;180;240;300;360;420;480;540>,0,<>
568,60005,200,0,抵御,抵禦,Block,Chặn Đòn,막기,Bloquear,ปิดกั้น,<<0;10;100>;<11;20;100>;<21;30;150>;<31;40;150>;<41;50;150>;<51;60;150>;<61;70;150>;<71;999999;150>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,17,<120;180;240;300;360;420;480;540>,0,<>
569,60005,200,0,免疫控制率,免疫控制率,Control resist rate,Tỷ Lệ Kháng Khống Chế,제어 저항률,Taxa de resistência de controle,อัตราการต้านทานการควบคุม,<<0;10;100>;<11;20;100>;<21;30;150>;<31;40;150>;<41;50;150>;<51;60;150>;<61;70;150>;<71;999999;150>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,91,<120;180;240;300;360;420;480;540>,0,<>
570,60005,200,0,伤害减免,傷害減免,DMG reduction,Giảm Sát Thương,피해 감소,Redução de DMG,การลดความเสียหาย,<<0;10;100>;<11;20;100>;<21;30;150>;<31;40;150>;<41;50;150>;<51;60;150>;<61;70;150>;<71;999999;150>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,23,<120;180;240;300;360;420;480;540>,0,<>
571,60005,200,0,必杀抗性,必殺抗性,Ultimate Skill resistance,Kháng Kỹ Năng Cuối,필살기 저항,Resistência à Habilidade Suprema,ทักษะการต้านทานขั้นสูงสุด,<<0;10;50>;<11;20;100>;<21;30;150>;<31;40;200>;<41;50;250>;<51;60;300>;<61;70;350>;<71;999999;350>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,25,<120;180;240;300;360;420;480;540>,0,<>
581,60006,200,0,怒气回复速度,怒氣回復速度,Anger recovery speed,Tốc Độ Hồi Nộ Khí,분노 회복 속도,Velocidade de recuperação da raiva,ความเร็วในการฟื้นตัวจากความโกรธ,<<0;10;50>;<11;20;100>;<21;30;100>;<31;40;100>;<41;50;100>;<51;60;100>;<61;70;100>;<71;999999;100>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,5,<120;180;240;300;360;420;480;540>,0,<>
582,60006,200,0,固定双攻,固定雙攻,Fixed P. & Sp. ATK,Tấn Công Vật Lý & Đặc Biệt Cố Định,고정 물리 및 특수 공격,P. fixo e ATK Sp.,แก้ไขค่า P. & Sp. ATK,<<0;10;200>;<11;20;200>;<21;30;200>;<31;40;200>;<41;50;200>;<51;60;200>;<61;70;200>;<71;999999;200>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,7,<320;448;576;704;734;764;800;835>,8,<320;448;576;704;734;764;800;835>
583,60006,200,0,百分比双攻,百分比雙攻,Percentage P. & Sp. ATK,% Tấn Công Vật Lý & Đặc Biệt,% 물리 및 특수 공격,Porcentagem P. & Sp. ATK,เปอร์เซ็นต์ P. & Sp. ATK,<<0;10;100>;<11;20;100>;<21;30;150>;<31;40;150>;<41;50;200>;<51;60;200>;<61;70;250>;<71;999999;250>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,7,<2.4%;3.6%;4.8%;6%;7.5%;9%;10.5%;12%>,8,<2.4%;3.6%;4.8%;6%;7.5%;9%;10.5%;12%>
584,60006,200,0,双防忽视,雙防忽視,P. & Sp. DEF Ignorance,Xuyên Phòng Thủ Vật Lý & Đặc Biệt,물리 및 특수 방어 무시,P. & Sp. DEF Ignorância,P. & Sp. DEF ความไม่รู้,<<0;10;100>;<11;20;100>;<21;30;150>;<31;40;150>;<41;50;150>;<51;60;150>;<61;70;150>;<71;999999;150>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,11,<120;180;240;300;360;420;480;540>,12,<120;180;240;300;360;420;480;540>
585,60006,200,0,暴击,暴擊,Crit,Bạo Kích,치명타,Crítico,คริติคอล,<<0;10;100>;<11;20;100>;<21;30;150>;<31;40;150>;<41;50;150>;<51;60;150>;<61;70;150>;<71;999999;150>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,14,<120;180;240;300;360;420;480;540>,0,<>
586,60006,200,0,暴击伤害,暴擊傷害,CRI DMG,Sát Thương Bạo Kích,치명타 피해,CRI DMG,CRI ดีเอ็มจี,<<0;10;100>;<11;20;100>;<21;30;150>;<31;40;150>;<41;50;150>;<51;60;150>;<61;70;150>;<71;999999;150>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,15,<120;180;240;300;360;420;480;540>,0,<>
587,60006,200,0,吸血,吸血,Life steal,Hút Máu,생명력 흡수,Roubo de vida,ขโมยชีวิต,<<0;10;100>;<11;20;100>;<21;30;150>;<31;40;150>;<41;50;200>;<51;60;200>;<61;70;200>;<71;999999;200>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,26,<120;180;240;300;360;420;480;540>,0,<>
588,60006,200,0,破抵御,破抵禦,Block Break rate,Tỷ Lệ Phá Chặn,막기 돌파율,Taxa de quebra de bloco,อัตราการบล็อคเบรก,<<0;10;100>;<11;20;100>;<21;30;150>;<31;40;150>;<41;50;150>;<51;60;150>;<61;70;150>;<71;999999;150>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,18,<120;180;240;300;360;420;480;540>,0,<>
589,60006,200,0,伤害加成,傷害加成,ATK bonus,Thưởng Tấn Công,공격 보너스,Bônus de ATK,โบนัส ATK,<<0;10;100>;<11;20;100>;<21;30;150>;<31;40;150>;<41;50;150>;<51;60;150>;<61;70;150>;<71;999999;150>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,22,<120;180;240;300;360;420;480;540>,0,<>
590,60006,200,0,必杀加成,必殺加成,Ultimate Skill bonus,Thưởng Kỹ Năng Cuối,필살기 보너스,Bônus de Habilidade Suprema,โบนัสทักษะขั้นสูงสุด,<<0;10;100>;<11;20;100>;<21;30;150>;<31;40;150>;<41;50;200>;<51;60;200>;<61;70;200>;<71;999999;200>>,<<0;10;0>;<11;20;0>;<21;30;0>;<31;40;0>;<41;50;0>;<51;60;0>;<61;70;0>;<71;999999;0>>,24,<120;180;240;300;360;420;480;540>,0,<>
