变量名,type,targetType,targetType2,targetArg,targetArg2,yyID,point,award,isShow,sort,title,title_tw,title_en,title_vn,title_kr,title_pt,title_th,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,jumpTo,languages
2049,2,15,1509,5,9,,10,{rmb=30;13=10},,1,地面系收藏家,地面系收藏家,Ground-type Collector,Collector Hệ Đất,땅 타입 수집가,Coletor tipo terra,ตัวเก็บประจุชนิดภาคพื้นดิน,地面系精灵收集5个,地面系精靈收集5個,Collect 5 Ground-type Pokémons,Thu thập 5 Pokémon Hệ Đất,땅 타입 포켓몬 5개 수집,Colete 5 Pokémon do tipo terrestre,รวบรวมโปเกมอนประเภทพื้นดิน 5 ตัว,handbook,
2050,2,15,1509,10,9,,15,{rmb=30;13=10},,2,地面系收藏家,地面系收藏家,Ground-type Collector,Collector Hệ Đất,땅 타입 수집가,Coletor tipo terra,ตัวเก็บประจุชนิดภาคพื้นดิน,地面系精灵收集10个,地面系精靈收集10個,Collect 10 Ground-type Pokémons,Thu thập 10 Pokémon Hệ Đất,땅 타입 포켓몬 10개 수집,Colete 10 Pokémon do tipo terrestre,รวบรวมโปเกมอนประเภทพื้นดิน 10 ตัว,handbook,
2051,2,15,1509,15,9,,20,{rmb=30;13=10},,3,地面系收藏家,地面系收藏家,Ground-type Collector,Collector Hệ Đất,땅 타입 수집가,Coletor tipo terra,ตัวเก็บประจุชนิดภาคพื้นดิน,地面系精灵收集15个,地面系精靈收集15個,Collect 15 Ground-type Pokémons,Thu thập 15 Pokémon Hệ Đất,땅 타입 포켓몬 15개 수집,Colete 15 Pokémon do tipo terrestre,รวบรวมโปเกมอนประเภทพื้นดิน 15 ตัว,handbook,
2052,2,15,1509,20,9,,20,{rmb=30;13=10},,4,地面系收藏家,地面系收藏家,Ground-type Collector,Collector Hệ Đất,땅 타입 수집가,Coletor tipo terra,ตัวเก็บประจุชนิดภาคพื้นดิน,地面系精灵收集20个,地面系精靈收集20個,Collect 20 Ground-type Pokémons,Thu thập 20 Pokémon Hệ Đất,땅 타입 포켓몬 20개 수집,Colete 20 Pokémon do tipo terrestre,รวบรวมโปเกมอนประเภทพื้นดิน 20 ตัว,handbook,
2053,2,15,1509,30,9,,30,{rmb=30;13=10},,5,地面系收藏家,地面系收藏家,Ground-type Collector,Collector Hệ Đất,땅 타입 수집가,Coletor tipo terra,ตัวเก็บประจุชนิดภาคพื้นดิน,地面系精灵收集30个,地面系精靈收集30個,Collect 30 Ground-type Pokémons,Thu thập 30 Pokémon Hệ Đất,땅 타입 포켓몬 30개 수집,Colete 30 Pokémon do tipo terrestre,รวบรวมโปเกมอนประเภทพื้นดิน 30 ตัว,handbook,
2054,2,15,1510,5,10,,10,{rmb=30;13=10},,1,飞行系收藏家,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Colecionador do tipo voador,นักสะสมประเภทบิน,飞行系精灵收集5个,飛行系精靈收集5個,Collect 5 Flying-type Pokémons,Thu thập 5 Pokémon Hệ Bay,비행 타입 포켓몬 5개 수집,Colete 5 Pokémon do tipo Voador,รวบรวมโปเกมอนประเภทบิน 5 ตัว,handbook,
2055,2,15,1510,10,10,,15,{rmb=30;13=10},,2,飞行系收藏家,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Colecionador do tipo voador,นักสะสมประเภทบิน,飞行系精灵收集10个,飛行系精靈收集10個,Collect 10 Flying-type Pokémons,Thu thập 10 Pokémon Hệ Bay,비행 타입 포켓몬 10개 수집,Colecione 10 Pokémon do tipo Voador,รวบรวมโปเกมอนประเภทบิน 10 ตัว,handbook,
2056,2,15,1510,15,10,,20,{rmb=30;13=10},,3,飞行系收藏家,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Colecionador do tipo voador,นักสะสมประเภทบิน,飞行系精灵收集15个,飛行系精靈收集15個,Collect 15 Flying-type Pokémons,Thu thập 15 Pokémon Hệ Bay,비행 타입 포켓몬 15개 수집,Colecione 15 Pokémon do tipo Voador,รวบรวมโปเกมอนประเภทบิน 15 ตัว,handbook,
2057,2,15,1510,20,10,,20,{rmb=30;13=10},,4,飞行系收藏家,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Colecionador do tipo voador,นักสะสมประเภทบิน,飞行系精灵收集20个,飛行系精靈收集20個,Collect 20 Flying-type Pokémons,Thu thập 20 Pokémon Hệ Bay,비행 타입 포켓몬 20개 수집,Colecione 20 Pokémon do tipo Voador,รวบรวมโปเกมอนประเภทบิน 20 ตัว,handbook,
2058,2,15,1510,30,10,,30,{rmb=30;13=10},,5,飞行系收藏家,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Colecionador do tipo voador,นักสะสมประเภทบิน,飞行系精灵收集30个,飛行系精靈收集30個,Collect 30 Flying-type Pokémons,Thu thập 30 Pokémon Hệ Bay,비행 타입 포켓몬 30개 수집,Colecione 30 Pokémon do tipo Voador,รวบรวมโปเกมอนประเภทบิน 30 ตัว,handbook,
2059,2,15,1511,5,11,,10,{rmb=30;13=10},,1,超能系收藏家,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Colecionador do tipo psíquico,นักสะสมประเภทพลังจิต,超能系精灵收集5个,超能系精靈收集5個,Collect 5 Psychic-type Pokémons,Thu thập 5 Pokémon Hệ Siêu,에스퍼 타입 포켓몬 5개 수집,Colete 5 Pokémon do tipo psíquico,รวบรวมโปเกมอนประเภทพลังจิต 5 ตัว,handbook,
2060,2,15,1511,10,11,,15,{rmb=30;13=10},,2,超能系收藏家,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Colecionador do tipo psíquico,นักสะสมประเภทพลังจิต,超能系精灵收集10个,超能系精靈收集10個,Collect 10 Psychic-type Pokémons,Thu thập 10 Pokémon Hệ Siêu,에스퍼 타입 포켓몬 10개 수집,Colete 10 Pokémon do tipo psíquico,รวบรวมโปเกมอนประเภทพลังจิต 10 ตัว,handbook,
2061,2,15,1511,15,11,,20,{rmb=30;13=10},,3,超能系收藏家,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Colecionador do tipo psíquico,นักสะสมประเภทพลังจิต,超能系精灵收集15个,超能系精靈收集15個,Collect 15 Psychic-type Pokémons,Thu thập 15 Pokémon Hệ Siêu,에스퍼 타입 포켓몬 15개 수집,Colecione 15 Pokémon do tipo psíquico,รวบรวมโปเกมอนประเภทพลังจิต 15 ตัว,handbook,
2062,2,15,1511,20,11,,20,{rmb=30;13=10},,4,超能系收藏家,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Colecionador do tipo psíquico,นักสะสมประเภทพลังจิต,超能系精灵收集20个,超能系精靈收集20個,Collect 20 Psychic-type Pokémons,Thu thập 20 Pokémon Hệ Siêu,에스퍼 타입 포켓몬 20개 수집,Colete 20 Pokémon do tipo psíquico,รวบรวมโปเกมอนประเภทพลังจิต 20 ตัว,handbook,
2063,2,15,1511,30,11,,30,{rmb=30;13=10},,5,超能系收藏家,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Colecionador do tipo psíquico,นักสะสมประเภทพลังจิต,超能系精灵收集30个,超能系精靈收集30個,Collect 30 Psychic-type Pokémons,Thu thập 30 Pokémon Hệ Siêu,에스퍼 타입 포켓몬 30개 수집,Colete 30 Pokémon do tipo psíquico,รวบรวมโปเกมอนประเภทพลังจิต 30 ตัว,handbook,
2064,2,15,1512,5,12,,10,{rmb=30;13=10},,1,虫系收藏家,蟲系收藏家,Bug-type Collector,Collector Hệ Bọ,벌레 타입 수집가,Colecionador de insetos,นักสะสมประเภทแมลง,虫系精灵收集5个,蟲系精靈收集5個,Collect 5 Bug-type Pokémons,Thu thập 5 Pokémon Hệ Bọ,벌레 타입 포켓몬 5개 수집,Colete 5 Pokémon do tipo Inseto,รวบรวมโปเกมอนประเภทแมลง 5 ตัว,handbook,
2065,2,15,1512,10,12,,15,{rmb=30;13=10},,2,虫系收藏家,蟲系收藏家,Bug-type Collector,Collector Hệ Bọ,벌레 타입 수집가,Colecionador de insetos,นักสะสมประเภทแมลง,虫系精灵收集10个,蟲系精靈收集10個,Collect 10 Bug-type Pokémons,Thu thập 10 Pokémon Hệ Bọ,벌레 타입 포켓몬 10개 수집,Colete 10 Pokémon do tipo Inseto,รวบรวมโปเกมอนประเภทแมลง 10 ตัว,handbook,
2066,2,15,1512,15,12,,20,{rmb=30;13=10},,3,虫系收藏家,蟲系收藏家,Bug-type Collector,Collector Hệ Bọ,벌레 타입 수집가,Colecionador de insetos,นักสะสมประเภทแมลง,虫系精灵收集15个,蟲系精靈收集15個,Collect 15 Bug-type Pokémons,Thu thập 15 Pokémon Hệ Bọ,벌레 타입 포켓몬 15개 수집,Colete 15 Pokémon do tipo Inseto,รวบรวมโปเกมอนประเภทแมลง 15 ตัว,handbook,
2067,2,15,1512,20,12,,20,{rmb=30;13=10},,4,虫系收藏家,蟲系收藏家,Bug-type Collector,Collector Hệ Bọ,벌레 타입 수집가,Colecionador de insetos,นักสะสมประเภทแมลง,虫系精灵收集20个,蟲系精靈收集20個,Collect 20 Bug-type Pokémons,Thu thập 20 Pokémon Hệ Bọ,벌레 타입 포켓몬 20개 수집,Colete 20 Pokémon do tipo Inseto,รวบรวมโปเกมอนประเภทแมลง 20 ตัว,handbook,
2068,2,15,1512,30,12,,30,{rmb=30;13=10},,5,虫系收藏家,蟲系收藏家,Bug-type Collector,Collector Hệ Bọ,벌레 타입 수집가,Colecionador de insetos,นักสะสมประเภทแมลง,虫系精灵收集30个,蟲系精靈收集30個,Collect 30 Bug-type Pokémons,Thu thập 30 Pokémon Hệ Bọ,벌레 타입 포켓몬 30개 수집,Colete 30 Pokémon do tipo Inseto,รวบรวมโปเกมอนประเภทแมลง 30 ตัว,handbook,
2069,2,15,1513,5,13,,10,{rmb=30;13=10},,1,岩石系收藏家,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Colecionador tipo pedra,เครื่องสะสมชนิดหิน,岩石系精灵收集5个,岩石系精靈收集5個,Collect 5 Rock-type Pokémons,Thu thập 5 Pokémon Hệ Đá,바위 타입 포켓몬 5개 수집,Colete 5 Pokémon do tipo Pedra,รวบรวมโปเกมอนประเภทหิน 5 ตัว,handbook,
2070,2,15,1513,10,13,,15,{rmb=30;13=10},,2,岩石系收藏家,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Colecionador tipo pedra,เครื่องสะสมชนิดหิน,岩石系精灵收集10个,岩石系精靈收集10個,Collect 10 Rock-type Pokémons,Thu thập 10 Pokémon Hệ Đá,바위 타입 포켓몬 10개 수집,Colete 10 Pokémon do tipo Pedra,รวบรวมโปเกมอนประเภทหิน 10 ตัว,handbook,
2071,2,15,1513,15,13,,20,{rmb=30;13=10},,3,岩石系收藏家,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Colecionador tipo pedra,เครื่องสะสมชนิดหิน,岩石系精灵收集15个,岩石系精靈收集15個,Collect 15 Rock-type Pokémons,Thu thập 15 Pokémon Hệ Đá,바위 타입 포켓몬 15개 수집,Colecione 15 Pokémon do tipo Pedra,รวบรวมโปเกมอนประเภทหิน 15 ตัว,handbook,
2072,2,15,1513,20,13,,20,{rmb=30;13=10},,4,岩石系收藏家,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Colecionador tipo pedra,เครื่องสะสมชนิดหิน,岩石系精灵收集20个,岩石系精靈收集20個,Collect 20 Rock-type Pokémons,Thu thập 20 Pokémon Hệ Đá,바위 타입 포켓몬 20개 수집,Colete 20 Pokémon do tipo Pedra,รวบรวมโปเกมอนประเภทหิน 20 ตัว,handbook,
2073,2,15,1513,30,13,,30,{rmb=30;13=10},,5,岩石系收藏家,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Colecionador tipo pedra,เครื่องสะสมชนิดหิน,岩石系精灵收集30个,岩石系精靈收集30個,Collect 30 Rock-type Pokémons,Thu thập 30 Pokémon Hệ Đá,바위 타입 포켓몬 30개 수집,Colecione 30 Pokémon do tipo Pedra,รวบรวมโปเกมอนประเภทหิน 30 ตัว,handbook,
2074,2,15,1514,5,14,,10,{rmb=30;13=10},,1,幽灵系收藏家,幽靈系收藏家,Ghost-type Collector,Collector Hệ Ma,고스트 타입 수집가,Colecionador tipo fantasma,นักสะสมประเภทผี,幽灵系精灵收集5个,幽靈系精靈收集5個,Collect 5 Ghost-type Pokémons,Thu thập 5 Pokémon Hệ Ma,고스트 타입 포켓몬 5개 수집,Colete 5 Pokémon do tipo Fantasma,รวบรวมโปเกมอนประเภทผี 5 ตัว,handbook,
2075,2,15,1514,10,14,,15,{rmb=30;13=10},,2,幽灵系收藏家,幽靈系收藏家,Ghost-type Collector,Collector Hệ Ma,고스트 타입 수집가,Colecionador tipo fantasma,นักสะสมประเภทผี,幽灵系精灵收集10个,幽靈系精靈收集10個,Collect 10 Ghost-type Pokémons,Thu thập 10 Pokémon Hệ Ma,고스트 타입 포켓몬 10개 수집,Colecione 10 Pokémon do tipo Fantasma,รวบรวมโปเกมอนประเภทผี 10 ตัว,handbook,
2076,2,15,1514,15,14,,20,{rmb=30;13=10},,3,幽灵系收藏家,幽靈系收藏家,Ghost-type Collector,Collector Hệ Ma,고스트 타입 수집가,Colecionador tipo fantasma,นักสะสมประเภทผี,幽灵系精灵收集15个,幽靈系精靈收集15個,Collect 15 Ghost-type Pokémons,Thu thập 15 Pokémon Hệ Ma,고스트 타입 포켓몬 15개 수집,Colecione 15 Pokémon do tipo Fantasma,รวบรวมโปเกมอนประเภทผี 15 ตัว,handbook,
2077,2,15,1514,20,14,,20,{rmb=30;13=10},,4,幽灵系收藏家,幽靈系收藏家,Ghost-type Collector,Collector Hệ Ma,고스트 타입 수집가,Colecionador tipo fantasma,นักสะสมประเภทผี,幽灵系精灵收集20个,幽靈系精靈收集20個,Collect 20 Ghost-type Pokémons,Thu thập 20 Pokémon Hệ Ma,고스트 타입 포켓몬 20개 수집,Colecione 20 Pokémon do tipo Fantasma,รวบรวมโปเกมอนประเภทผี 20 ตัว,handbook,
2078,2,15,1514,30,14,,30,{rmb=30;13=10},,5,幽灵系收藏家,幽靈系收藏家,Ghost-type Collector,Collector Hệ Ma,고스트 타입 수집가,Colecionador tipo fantasma,นักสะสมประเภทผี,幽灵系精灵收集30个,幽靈系精靈收集30個,Collect 30 Ghost-type Pokémons,Thu thập 30 Pokémon Hệ Ma,고스트 타입 포켓몬 30개 수집,Colecione 30 Pokémon do tipo Fantasma,รวบรวมโปเกมอนประเภทผี 30 ตัว,handbook,
2079,2,15,1515,5,15,,10,{rmb=30;13=10},,1,龙系收藏家,龍系收藏家,Dragon-type Collector,Collector Hệ Rồng,드래곤 타입 수집가,Colecionador tipo dragão,นักสะสมประเภทมังกร,龙系精灵收集5个,龍系精靈收集5個,Collect 5 Dragon-type Pokémons,Thu thập 5 Pokémon Hệ Rồng,드래곤 타입 포켓몬 5개 수집,Colete 5 Pokémon do tipo Dragão,รวบรวมโปเกมอนประเภทมังกร 5 ตัว,handbook,
2080,2,15,1515,10,15,,15,{rmb=30;13=10},,2,龙系收藏家,龍系收藏家,Dragon-type Collector,Collector Hệ Rồng,드래곤 타입 수집가,Colecionador tipo dragão,นักสะสมประเภทมังกร,龙系精灵收集10个,龍系精靈收集10個,Collect 10 Dragon-type Pokémons,Thu thập 10 Pokémon Hệ Rồng,드래곤 타입 포켓몬 10개 수집,Colecione 10 Pokémon do tipo Dragão,รวบรวมโปเกมอนประเภทมังกร 10 ตัว,handbook,
