变量名,huodongID,daySum,themeType,themeName,themeName_tw,themeName_en,themeName_vn,themeName_kr,themeName_pt,themeName_th,tabIndex,tabName,tabName_tw,tabName_en,tabName_vn,tabName_kr,tabName_pt,tabName_th,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,award,costMap,priceShow,buyMax
249,12001,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵进阶,精靈進階,Pokémon Upgrade,Pokémon Upgrade,포켓몬 진화,Atualização Pokémon,อัพเกรดโปเกมอน,1,9,,{6=7},6个精灵升级至蓝+2品质,6個精靈升級至藍+2品質,Upgrade 6Pokémons to Rare +2 ,Upgrade 6Pokémons to Rare +2 ,포켓몬 6마리 파란색+2 등급 달성,Atualize 6 Pokémon para Raro +2,อัพเกรดโปเกมอน 6 ตัวเป็นโปเกมอนหายาก +2,{20771=1;5000=20;rmb=40},,,
250,12001,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵进阶,精靈進階,Pokémon Upgrade,Pokémon Upgrade,포켓몬 진화,Atualização Pokémon,อัพเกรดโปเกมอน,1,9,,{6=8},6个精灵升级至蓝+3品质,6個精靈升級至藍+3品質,Upgrade 6Pokémons to Rare +3 ,Upgrade 6Pokémons to Rare +3 ,포켓몬 6마리 파란색+3 등급 달성,Atualize 6 Pokémon para Raro +3,อัพเกรดโปเกมอน 6 ตัวเป็นระดับหายาก +3,{20771=1;5000=30;rmb=50},,,
251,12001,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵进阶,精靈進階,Pokémon Upgrade,Pokémon Upgrade,포켓몬 진화,Atualização Pokémon,อัพเกรดโปเกมอน,1,9,,{6=9},6个精灵升级至紫色品质,6個精靈升級至紫色品質,Upgrade 6 Pokémons to Epic,Upgrade 6 Pokémons to Epic,포켓몬 6마리 보라색 등급 달성,Melhore 6 Pokémons para Épico,อัพเกรดโปเกมอน 6 ตัวเป็นระดับ Epic,{20771=1;5000=40;rmb=50},,,
252,12001,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵进阶,精靈進階,Pokémon Upgrade,Pokémon Upgrade,포켓몬 진화,Atualização Pokémon,อัพเกรดโปเกมอน,1,9,,{6=10},6个精灵升级至紫+1品质,6個精靈升級至紫+1品質,Upgrade 6 Pokémons to Epic +1,Upgrade 6 Pokémons to Epic +1,포켓몬 6마리 보라색+1 등급 달성,Melhore 6 Pokémons para Épico +1,อัพเกรดโปเกมอน 6 ตัวเป็นระดับ Epic +1,{20771=1;5000=50;rmb=50},,,
253,12001,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,拥有精灵,擁有精靈,Own Pokémon,Own Pokémon,보유 포켓몬,Pokémon próprio,โปเกม่อนของตัวเอง,1,3,3,,拥有精灵数量3只,擁有精靈數量3只,Own 3 Pokémons,Own 3 Pokémons,포켓몬 3마리 보유,Tenha 3 Pokémons,มีโปเกมอน 3 ตัว,{20771=1;930=5;11=20},,,
254,12001,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,拥有精灵,擁有精靈,Own Pokémon,Own Pokémon,보유 포켓몬,Pokémon próprio,โปเกม่อนของตัวเอง,1,3,6,,拥有精灵数量6只,擁有精靈數量6只,Own 6 Pokémons,Own 6 Pokémons,포켓몬 6마리 보유,Tenha 6 Pokémons,มีโปเกมอน 6 ตัว,{20771=1;930=5;11=20},,,
255,12001,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,拥有精灵,擁有精靈,Own Pokémon,Own Pokémon,보유 포켓몬,Pokémon próprio,โปเกม่อนของตัวเอง,1,3,9,,拥有精灵数量9只,擁有精靈數量9只,Own 9 Pokémons,Own 9 Pokémons,포켓몬 9마리 보유,Tenha 9 Pokémons,มีโปเกมอน 9 ตัว,{20771=1;930=5;11=20},,,
256,12001,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,拥有精灵,擁有精靈,Own Pokémon,Own Pokémon,보유 포켓몬,Pokémon próprio,โปเกม่อนของตัวเอง,1,3,15,,拥有精灵数量15只,擁有精靈數量15只,Own 15 Pokémons,Own 15 Pokémons,포켓몬 15마리 보유,Tenha 15 Pokémons,มีโปเกมอน 15 ตัว,{20771=1;930=8;12=20},,,
257,12001,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,拥有精灵,擁有精靈,Own Pokémon,Own Pokémon,보유 포켓몬,Pokémon próprio,โปเกม่อนของตัวเอง,1,3,20,,拥有精灵数量20只,擁有精靈數量20只,Own 20 Pokémons,Own 20 Pokémons,포켓몬 20마리 보유,Tenha 20 Pokémons,มีโปเกมอน 20 ตัว,{20771=1;930=8;12=20},,,
258,12001,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,拥有精灵,擁有精靈,Own Pokémon,Own Pokémon,보유 포켓몬,Pokémon próprio,โปเกม่อนของตัวเอง,1,3,25,,拥有精灵数量25只,擁有精靈數量25只,Own 25 Pokémons,Own 25 Pokémons,포켓몬 25마리 보유,Tenha 25 Pokémons,มีโปเกมอน 25 ตัว,{20771=1;930=8;12=20},,,
259,12001,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,拥有精灵,擁有精靈,Own Pokémon,Own Pokémon,보유 포켓몬,Pokémon próprio,โปเกม่อนของตัวเอง,1,3,30,,拥有精灵数量30只,擁有精靈數量30只,Own 30 Pokémons,Own 30 Pokémons,포켓몬 30마리 보유,Tenha 30 Pokémons,มีโปเกมอน 30 ตัว,{20771=1;930=10;13=10},,,
260,12001,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,拥有精灵,擁有精靈,Own Pokémon,Own Pokémon,보유 포켓몬,Pokémon próprio,โปเกม่อนของตัวเอง,1,3,50,,拥有精灵数量50只,擁有精靈數量50只,Own 50 Pokémons,Own 50 Pokémons,포켓몬 50마리 보유,Tenha 50 Pokémons,มีโปเกมอน 50 ตัว,{20771=1;930=15;13=20},,,
261,12001,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,3,限时折扣,限時折扣,Time-limited discount,Time-limited discount,기간한정 할인,Desconto por tempo limitado,ส่วนลดมีระยะเวลาจำกัด,3,72,,,限时折扣,限時折扣,Time-limited discount,Time-limited discount,기간한정 할인,Desconto por tempo limitado,ส่วนลดมีระยะเวลาจำกัด,{gold=300000;930=50;14=30},{rmb=380},{rmb=880},
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,每日福利,每日福利,Daily Bonus,Daily Bonus,일일 혜택,Bônus diário,โบนัสรายวัน,1,15,1,,每日登录豪礼,每日登錄豪禮,Daily login Deluxe Pack,Daily login Deluxe Pack,매일 로그인 호화 선물,Login diário Pacote Deluxe,แพ็ค Deluxe สำหรับการเข้าสู่ระบบรายวัน,{rmb=150;20391=50;13=10;gold=100000},,,
263,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,0,等级礼包,等級禮包,Level Pack,Level Pack,레벨 패키지,Pacote de níveis,แพ็คระดับ,1,1,30,,等级达到30,等級達到30,Attain level 30,Attain level 30,레벨 30 달성,Alcance o nível 30,บรรลุระดับ 30,{rmb=100;gold=12000;12=20},,,
264,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,饰品进阶,飾品進階,Trinket Upgrade,Trinket Upgrade,액세서리 진화,Atualização de bugiganga,อัพเกรดเครื่องประดับ,1,11,,{10=2},10件饰品升级至绿色品质,10件飾品升級至綠色品質,Upgrade 10 trinkets to Uncommon ,Upgrade 10 trinkets to Uncommon ,액세서리 10개 초록색 등급 달성,Atualize 10 bugigangas para Incomum,อัพเกรดเครื่องประดับ 10 ชิ้นให้เป็น Uncommon,{20771=1;100=2;gold=10000},,,
265,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,饰品进阶,飾品進階,Trinket Upgrade,Trinket Upgrade,액세서리 진화,Atualização de bugiganga,อัพเกรดเครื่องประดับ,1,11,,{20=2},20件饰品升级至绿色品质,20件飾品升級至綠色品質,Upgrade 20 trinkets to Uncommon ,Upgrade 20 trinkets to Uncommon ,액세서리 20개 초록색 등급 달성,Atualize 20 bugigangas para Incomum,อัพเกรดเครื่องประดับ 20 ชิ้นให้เป็น Uncommon,{20771=1;100=2;gold=20000},,,
266,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,饰品进阶,飾品進階,Trinket Upgrade,Trinket Upgrade,액세서리 진화,Atualização de bugiganga,อัพเกรดเครื่องประดับ,1,11,,{10=3},10件饰品升级至绿色+1品质,10件飾品升級至綠色+1品質,Increase 10 trinkets to uncommon +1,Increase 10 trinkets to uncommon +1,액세서리 10개 초록색+1 등급 달성,Aumente 10 bugigangas para incomuns +1,เพิ่มเครื่องประดับ 10 ชิ้นเป็นของไม่ธรรมดา +1,{20771=1;100=2;gold=30000},,,
267,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,饰品进阶,飾品進階,Trinket Upgrade,Trinket Upgrade,액세서리 진화,Atualização de bugiganga,อัพเกรดเครื่องประดับ,1,11,,{20=3},20件饰品升级至绿色+1品质,20件飾品升級至綠色+1品質,Increase 20 trinkets to uncommon +1,Increase 20 trinkets to uncommon +1,액세서리 20개 초록색+1 등급 달성,Aumente 20 bugigangas para incomuns +1,เพิ่มเครื่องประดับ 20 ชิ้นเป็นของไม่ธรรมดา +1,{20771=1;100=2;gold=40000},,,
268,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,饰品进阶,飾品進階,Trinket Upgrade,Trinket Upgrade,액세서리 진화,Atualização de bugiganga,อัพเกรดเครื่องประดับ,1,11,,{10=4},10件饰品升级至绿色+2品质,10件飾品升級至綠色+2品質,Increase 10 trinkets to uncommon +2,Increase 10 trinkets to uncommon +2,액세서리 10개 초록색+2 등급 달성,Aumente 10 bugigangas para incomuns +2,เพิ่มเครื่องประดับ 10 ชิ้นเป็นของไม่ธรรมดา +2,{20771=1;100=2;gold=50000},,,
269,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,饰品进阶,飾品進階,Trinket Upgrade,Trinket Upgrade,액세서리 진화,Atualização de bugiganga,อัพเกรดเครื่องประดับ,1,11,,{20=4},20件饰品升级至绿色+2品质,20件飾品升級至綠色+2品質,Increase 20 trinkets to uncommon +2,Increase 20 trinkets to uncommon +2,액세서리 20개 초록색+2 등급 달성,Aumente 20 bugigangas para incomuns +2,เพิ่มเครื่องประดับ 20 ชิ้นเป็นของไม่ธรรมดา +2,{20771=1;100=2;gold=60000},,,
270,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,饰品进阶,飾品進階,Trinket Upgrade,Trinket Upgrade,액세서리 진화,Atualização de bugiganga,อัพเกรดเครื่องประดับ,1,11,,{10=5},10件饰品升级至蓝色品质,10件飾品升級至藍色品質,Increase 10 trinkets to Rare,Increase 10 trinkets to Rare,액세서리 10개 파란색 등급 달성,Aumente 10 bugigangas para Raras,เพิ่มเครื่องประดับระดับหายาก 10 ชิ้น,{20771=1;100=2;gold=70000},,,
271,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,饰品进阶,飾品進階,Trinket Upgrade,Trinket Upgrade,액세서리 진화,Atualização de bugiganga,อัพเกรดเครื่องประดับ,1,11,,{20=5},20件饰品升级至蓝色品质,20件飾品升級至藍色品質,Increase 20 trinkets to Rare,Increase 20 trinkets to Rare,액세서리 20개 파란색 등급 달성,Aumente 20 bugigangas para Raras,เพิ่มเครื่องประดับระดับหายาก 20 ชิ้น,{20771=1;100=2;gold=80000},,,
272,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,饰品进阶,飾品進階,Trinket Upgrade,Trinket Upgrade,액세서리 진화,Atualização de bugiganga,อัพเกรดเครื่องประดับ,1,11,,{20=6},20件饰品升级至蓝色+1品质,20件飾品升級至藍色+1品質,Increase 20 trinkets to Rare +1,Increase 20 trinkets to Rare +1,액세서리 20개 파란색+1 등급 달성,Aumente 20 bugigangas para Raro +1,เพิ่มเครื่องประดับ 20 ชิ้นเป็นระดับหายาก +1,{20771=1;100=2;gold=90000},,,
273,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,饰品进阶,飾品進階,Trinket Upgrade,Trinket Upgrade,액세서리 진화,Atualização de bugiganga,อัพเกรดเครื่องประดับ,1,11,,{20=7},20件饰品升级至蓝色+2品质,20件飾品升級至藍色+2品質,Increase 20 trinkets to Rare +2,Increase 20 trinkets to Rare +2,액세서리 20개 파란색+2 등급 달성,Aumente 20 bugigangas para Raro +2,เพิ่มเครื่องประดับ 20 ชิ้นเป็นระดับหายาก +2,{20771=1;100=2;gold=100000},,,
274,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,饰品进阶,飾品進階,Trinket Upgrade,Trinket Upgrade,액세서리 진화,Atualização de bugiganga,อัพเกรดเครื่องประดับ,1,11,,{20=8},20件饰品升级至蓝色+3品质,20件飾品升級至藍色+3品質,Increase 20 trinkets to Rare +3,Increase 20 trinkets to Rare +3,액세서리 20개 파란색+3 등급 달성,Aumente 20 bugigangas para Raro +3,เพิ่มเครื่องประดับ 20 ชิ้นเป็นระดับหายาก +3,{20771=1;100=2;gold=100000},,,
275,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,饰品进阶,飾品進階,Trinket Upgrade,Trinket Upgrade,액세서리 진화,Atualização de bugiganga,อัพเกรดเครื่องประดับ,1,11,,{20=9},20件饰品升级至紫色品质,20件飾品升級至紫色品質,Upgrade 20 trinkets to Epic,Upgrade 20 trinkets to Epic,액세서리 20개 보라색 등급 달성,Atualize 20 bugigangas para épico,อัพเกรดเครื่องประดับ 20 ชิ้นเป็นระดับ Epic,{20771=1;100=2;gold=100000},,,
276,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,玩家战力,玩家戰力,Combat Power,Combat Power,유저 전투력,Poder de Combate,พลังการต่อสู้,1,6,3000,,战斗力达到3000,戰鬥力達到3000,Combat power reaches 3000,Combat power reaches 3000,전투력 3000 달성,O poder de combate chega a 3000,พลังต่อสู้ถึง 3000,{20771=1;501=1;rmb=30},,,
277,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,玩家战力,玩家戰力,Combat Power,Combat Power,유저 전투력,Poder de Combate,พลังการต่อสู้,1,6,6000,,战斗力达到6000,戰鬥力達到6000,Combat power reaches 6000,Combat power reaches 6000,전투력 6000 달성,O poder de combate chega a 6000,พลังต่อสู้ถึง 6000,{20771=1;501=1;rmb=30},,,
278,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,玩家战力,玩家戰力,Combat Power,Combat Power,유저 전투력,Poder de Combate,พลังการต่อสู้,1,6,10000,,战斗力达到10000,戰鬥力達到10000,Combat power reaches 10000,Combat power reaches 10000,전투력 10000 달성,O poder de combate chega a 10000,"พลังต่อสู้ถึง 10,000",{20771=1;501=1;rmb=30},,,
279,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,玩家战力,玩家戰力,Combat Power,Combat Power,유저 전투력,Poder de Combate,พลังการต่อสู้,1,6,15000,,战斗力达到15000,戰鬥力達到15000,Combat power reaches 15000,Combat power reaches 15000,전투력 15000 달성,O poder de combate chega a 15000,พลังต่อสู้ถึง 15000,{20771=1;501=1;rmb=30},,,
280,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,玩家战力,玩家戰力,Combat Power,Combat Power,유저 전투력,Poder de Combate,พลังการต่อสู้,1,6,20000,,战斗力达到20000,戰鬥力達到20000,Combat power reaches 20000,Combat power reaches 20000,전투력 20000 달성,O poder de combate chega a 20000,"พลังต่อสู้ถึง 20,000",{20771=1;501=1;rmb=30},,,
281,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,玩家战力,玩家戰力,Combat Power,Combat Power,유저 전투력,Poder de Combate,พลังการต่อสู้,1,6,30000,,战斗力达到30000,戰鬥力達到30000,Combat power reaches 30000,Combat power reaches 30000,전투력 30000 달성,O poder de combate chega a 30000,พลังต่อสู้ถึง 30000,{20771=1;501=2;rmb=50},,,
282,12001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,玩家战力,玩家戰力,Combat Power,Combat Power,유저 전투력,Poder de Combate,พลังการต่อสู้,1,6,40000,,战斗力达到40000,戰鬥力達到40000,Combat power reaches 40000,Combat power reaches 40000,전투력 40000 달성,O poder de combate chega a 40000,พลังต่อสู้ถึง 40000,{20771=1;501=2;rmb=50},,,
