变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,desc,desc_tw,desc_en,desc_vn,desc_th,cards,equipID,skinID,attrMap
91013,遨游骑士,遨遊騎士,Roaming Knight,Hiệp sĩ lang thang,방랑 기사,Cavaleiro Errante,อัศวินเร่ร่อน,,,,,,<7111;641;2231>,,,{7=15%;8=15%}
91014,黑屋笼罩,黑屋籠罩,Enveloped in darkness,Bao trùm trong bóng tối,어둠에 휩싸이다,Envolvido em escuridão,ปกคลุมด้วยความมืด,,,,,,<4024;4101;7021>,,,{14=750}
91111,王者座驾,王者座駕,King's Ride,Xe của nhà vua,왕의 마차,Montaria do Rei,พาหนะของกษัตริย์,,,,,,<8102>,,,{7=15%;8=15%}
91112,黑白分明,黑白分明,Black and white,Đen trắng,흑백,Preto e branco,ขาวดำ,,,,,,<9101>,,,{1=20%}
91113,王者君临,王者君臨,The King Reigns,Vua trị vì,왕이 다스린다,O Rei Reina,กษัตริย์ทรงครองราชย์,,,,,,<2381;1421;121;2031>,,,{7=15%;8=15%}
91114,大地回春,大地回春,Spring is in the air,Mùa xuân về,봄이 왔다,A primavera chegou,ฤดูใบไม้ผลิมาถึงแล้ว,,,,,,<3601;2441;1281>,,,{14=750}
91211,火斗王者,火斗王者,Fire Duel King,Vua Đấu Lửa,화염 결투왕,Rei do Duelo de Fogo,ราชาแห่งการต่อสู้ด้วยไฟ,,,,,,<1301;2021;2481>,,,{7=15%;8=15%}
91212,火焰之踢,火焰之踢,Flame Kick,Đòn Chân Lửa,화염 킥,Chute de Fogo,เตะไฟ,,,,,,<461;3671>,,,{1=20%}
91213,特殊羁绊,特殊羈絆,Special Bond,Liên kết đặc biệt,특별한 유대감,Laço Especial,พันธะพิเศษ,,,,,,<3304;7001;9071>,,,{7=15%;8=15%}
91214,非凡外观,非凡外觀,Exceptional Appearance,Ngoại hình khác biệt,탁월한 외관,Aparência excepcional,รูปลักษณ์ที่โดดเด่น,,,,,,<9041;7081;1254>,,,{14=750}
91215,异龙聚形,異龍聚形,Gathering of Strange Dragons,Sự tụ hội của những con rồng kỳ lạ,이상한 용들의 집합,Reunião de Dragões Estranhos,การรวมตัวของมังกรแปลกประหลาด,,,,,,<3211;3221;9081>,,,{7=15%;8=15%}
91216,无极之道,無極之道,The Way of Limitlessness,Con đường vô cực,무극의 도,O Caminho do Infinito,หนทางแห่งอนันต์,,,,,,<3241>,,,{1=20%}
91217,极巨变化,極巨變化,Gigantamax,Siêu cực khổng lồ,거대화,Gigantamax,ไจแอนท์แม็กซ์,,,,,,<4171;92;391>,,,{7=15%;8=15%}
91218,剑盾屠龙,劍盾屠龍,Sword and Shield: Dragon Slayer,Kiếm và Khiên: Sát Long,검과 방패: 용사냥꾼,Espada e Escudo: Matador de Dragões,ดาบและโล่: ฆ่ามังกร,,,,,,<7101;7102>,,,{14=750}
91219,丰缘御三家,豐緣御三家,Hoenn starters,Bộ ba khởi đầu Hoenn,호연 지방 시작 포켓몬,Iniciadores de Hoenn,โปเกมอนเริ่มต้นของโฮเอ็น,,,,,,<1301;1311>,,,{7=15%;8=15%}
91220,草木操纵,草木操縱,Plant Manipulation,Điều khiển thực vật,식물 조종,Manipulação de Plantas,การควบคุมพืช,,,,,,<9041>,,,{1=20%}
91221,升而为龙,升而為龍,Rise and become a dragon,Vươn lên thành rồng,용이 되다,Elevar-se e tornar-se um dragão,ขึ้นไปเป็นมังกร,,,,,,<9081;881>,,,{7=15%;8=15%}
91222,唯快不破,唯快不破,Only speed is invincible,Chỉ có tốc độ mới bất khả chiến bại,속도만이 무적이다,Somente a velocidade é invencível,มีเพียงความเร็วเท่านั้นที่เอาชนะไม่ได้,,,,,,<9101;4161;4051;261;701>,,,{14=750}
91223,种子种子,種子種子,Seeds seeds,Hạt giống hạt giống,씨앗 씨앗,Sementes sementes,เมล็ด เมล็ด,,,,,,<1>,,,{7=15%;8=15%}
91224,蛙蛙联盟,蛙蛙聯盟,Frog Frog Alliance,Liên minh Ếch Ếch,개구리 개구리 연맹,Aliança Sapo Sapo,กบกบสมาพันธ์,,,,,,<251;2271;3301>,,,{1=20%}
91225,闪光草系,閃光草系,Shiny Grass-type,Loại Cỏ óng ánh,빛나는 풀 타입,Tipo Grama Brilhante,พืชประเภทประกาย,,,,,,<9091;9141>,,,{7=15%;8=15%}
91226,有毒危险,有毒危險,Poisonous danger,Nguy hiểm độc hại,독극물 위험,Perigo de veneno,อันตรายจากพิษ,,,,,,<9131;7021;161;3771>,,,{14=750}
91227,电系场地,電系場地,Electric-type Field,Sân điện,전기 타입 필드,Campo do tipo Elétrico,สนามประเภทไฟฟ้า,,,,,,<4161>,,,{7=15%;8=15%}
91228,龙之逆鳞,龍之逆鱗,Dragon's Inverse Scale,Vảy ngược của rồng,용의 역린,Escama Inversa do Dragão,เกล็ดกลับของมังกร,,,,,,<9131;753>,,,{1=20%}
91229,雷电操纵,操控雷電,Lightning Manipulation,Điều khiển sấm sét,번개 조종,Manipulação de Raios,ควบคุมสายฟ้า,,,,,,<7001;591;3201>,,,{7=15%;8=15%}
91230,预测未来,預測未來,Predicting the future,Dự đoán tương lai,미래 예측,Prever o futuro,การทำนายอนาคต,,,,,,<1281;2351;321>,,,{14=750}
91231,钢铁身躯,鋼鐵之軀,Steel Body,Thân thể bằng thép,강철의 몸,Corpo de aço,ร่างกายเหล็กกล้า,,,,,,<9061;9051>,,,{7=15%;8=15%}
91232,钢铁蜕变,鋼鐵蛻變,Steel Transformation,Biến đổi thép,강철 변화,Transformação de Aço,การเปลี่ยนแปลงของเหล็กกล้า,,,,,,<1503;2031>,,,{14=750}
91233,大地掌控,大地掌控,Earth Control,Kiểm soát Trái đất,지구 통제,Controle da Terra,การควบคุมโลก,,,,,,<3623;1971;9071>,,,{7=15%;8=15%}
91234,小刚得羁绊,小剛的羈絆,Xiao Gang's Bond,Sự ràng buộc của Tiêu Cương,샤오강의 유대,O Laço de Xiao Gang,พันธะแห่งเสี่ยว กัง,,,,,,<163;1313;503>,,,{1=20%}
91235,皮卡皮卡,皮卡皮卡,Pika Pika,Pika Pika,피카 피카,Pika Pika,ปิกา ปิกา,,,,,,<91;7001>,,,{7=15%;8=15%}
91236,最初得伙伴,最初的夥伴,First Partner,Đối tác đầu tiên,첫 파트너,Primeiro Parceiro,หุ้นส่วนคนแรก,,,,,,<9151;9061>,,,{1=20%}
91237,我们是冠军,我們是冠軍,We are the champions.,Chúng ta là nhà vô địch.,우리는 챔피언입니다.,Nós somos os campeões.,พวกเราคือแชมป์,,,,,,<2303;341;753>,,,{7=15%;8=15%}
91238,十万伏特,十萬伏特,"100,000 volts",100.000 vôn,10만 볼트,100.000 volts,หนึ่งแสนโวลต์,,,,,,<1221;593;731;3201>,,,{14=750}
91239,悖谬传说,悖謬傳說,Paradoxical Legend,Truyền thuyết nghịch lý,역설적인 전설,Lenda Paradoxal,ตำนานอุปมา,,,,,,<9161>,,,{7=15%;8=15%}
91240,绯红脉动,緋紅脈動,Crimson Pulse,Nhịp đập đỏ thẫm,진홍색 맥박,Pulso Carmesim,ชีพจรสีแดงเลือด,,,,,,<1971;2023;9121>,,,{14=750}
91241,龙之逆鳞,龍之逆鱗,Dragon's Inverse Scale,Vảy ngược của rồng,용의 역린,Escama Inversa do Dragão,เกล็ดกลับของมังกร,,,,,,<3211;3221>,,,{7=15%;8=15%}
91242,斗技掌控,鬥技掌控,Arena Mastery,Thống trị đấu trường,투기장 지배,Domínio da Arena,การควบคุมเวทีประลอง,,,,,,<7101;7111;4121>,,,{1=20%}
91243,血翼飞龙,血翼飛龍,Bloodwing Dragon,Rồng cánh máu,혈익룡,Dragão de Asa Sangrenta,มังกรปีกเลือด,,,,,,<1893>,,,{7=15%;8=15%}
91244,希嘉娜伙伴,希嘉娜夥伴,Xigana Partners,Đối tác Xigana,시가나 파트너스,Parceiros Xigana,พันธมิตร Xigana,,,,,,<3592;3543>,,,{1=20%}
91245,暴龙出击,暴龍出擊,Tyrannosaurus Rex Attack,T-Rex tấn công,티라노사우루스 공격,Ataque do Tiranossauro Rex,ไทแรนโนซอรัสโจมตี,,,,,,<9071;3221;631>,,,{7=15%;8=15%}
91246,宝可梦大师,寶可夢大師,Pokémon Master,Pokémon Master,포켓몬 마스터,Mestre Pokémon,โปเกมอนมาสเตอร์,,,,,,<9081;9051;7001>,,,{14=750}
91247,狐里狐气,狐里狐氣,foxy; sly; cunning,xảo quyệt; mưu mô; ranh ma,여우같은; 교활한; 간사한,raposa; esperto; astuto,เจ้าเล่ห์; ร้ายกาจ; หลอกลวง,,,,,,<3291;2822>,,,{7=10%;8=10%}
91248,优雅气质,優雅氣質,Elegant temperament,Khi chất thanh lịch,우아한 기품,Temperamento elegante,บุคลิกสง่างาม,,,,,,<1393;1771;3683>,,,{1=12%}
91249,多多益善,多多益善,"The more, the merrier",Càng nhiều càng vui,많으면 많을수록 좋다,"Quanto mais, melhor",ยิ่งมากยิ่งดี,,,,,,<3143;2871;1903;351>,,,{7=10%;8=10%}
91250,引火之躯,引火之軀,A Body of Fire,Thân xác dễ cháy,불붙는 몸,Um Corpo de Fogo,ร่างกายแห่งไฟ,,,,,,<242;791;1172;2371>,,,{22=500}
91251,鼠头鼠脑,鼠頭鼠腦,Shifty-eyed; sneaky; having a sneaky look,Mắt như chuột; lén lút; có vẻ lén lút,쥐 같은 눈초리; 엉큼한; 엉큼한 모습을 하고 있는,Olhares furtivos; sorrateiro; com uma aparência sorrateira,มีตาเหมือนหนู; ลับๆล่อๆ; มีลักษณะลับๆล่อๆ,,,,,,<791;2611;2891>,,,{7=10%;8=10%}
91252,可爱萌宠,可愛萌寵,Cute pet,Thú cưng dễ thương,귀여운 애완동물,Mascote fofa,สัตว์เลี้ยงน่ารัก,,,,,,<151;1641>,,,{1=10%}
91253,摇尾巴,搖尾巴,Wagging tail,Vẫy đuôi,꼬리치기,Abanar o rabo,กระดิกหาง,,,,,,<493;221;91>,,,{7=10%;8=10%}
91254,漆黑身姿,漆黑的身姿,A pitch-black figure,Một thân hình đen như mực,칠흑 같은 자태,Uma figura de negro absoluto,ร่างกายสีดำสนิท,,,,,,<4121;3221;2822;4201>,,,{7=15%;8=15%}
91255,棱镜反射,稜鏡反射,Prism reflection,Phản xạ lăng kính,프리즘 반사,Reflexão do prisma,การสะท้อนของปริซึม,,,,,,<561;1921;3021>,,,{1=20%}
91256,精神之力,精神之力,Power of the spirit,Sức mạnh tinh thần,정신의 힘,Poder do espírito,พลังแห่งจิตวิญญาณ,,,,,,<1991;321;1903;263>,,,{7=15%;8=15%}
91257,日月同辉,日月同輝,Sun and moon shining together,Mặt trời và mặt trăng cùng tỏa sáng,해와 달이 함께 빛나다,Sol e lua brilhando juntos,ดวงอาทิตย์และดวงจันทร์ส่องแสงพร้อมกัน,,,,,,<4023;4024>,,,{14=750}
91258,螳螂在后,螳螂在後,The mantis is behind.,Con bọ ngựa ở phía sau.,사마귀가 뒤에 있다.,O louva-a-deus está atrás.,ตั๊กแตนตำข้าวอยู่ด้านหลัง,,,,,,<574;4481>,,,{7=15%;8=15%}
91259,虫系联盟,蟲系聯盟,Insect Alliance,Liên minh Côn trùng,곤충 연맹,Aliança de Insetos,สมาพันธ์แมลง,,,,,,<3271;611;1071;4051>,,,{1=20%}
91260,红色预警,紅色警報,Red alert,Cảnh báo đỏ,적색 경보,Alerta vermelha,การแจ้งเตือนสีแดง,,,,,,<3651;7071;1303>,,,{7=15%;8=15%}
91261,钢铁追击,鋼鐵追擊,Steel Pursuit,Cuộc Đuổi Bắt Thép,강철 추격,Perseguição de Aço,การไล่ล่าเหล็กกล้า,,,,,,<9171;9051;1991>,,,{14=750}
91262,钢龙军团,鋼龍軍團,Steel Dragon Legion,Đội quân Rồng Thép,강철 용 군단,Legião do Dragão de Aço,กองทัพมังกรเหล็ก,,,,,,<3543>,,,{7=15%;8=15%}
91263,时间之力,時間之力,The Power of Time,Sức mạnh của thời gian,시간의 힘,O Poder do Tempo,พลังแห่งเวลา,,,,,,<1281>,,,{1=20%}
91264,时间之力,時間之力,The Power of Time,Sức mạnh của thời gian,시간의 힘,O Poder do Tempo,พลังแห่งเวลา,,,,,,<2391;2401;4221>,,,{7=15%;8=15%}
91265,神奥神话,神奧神話,Sinnoh Myth,Thần thoại Sinnoh,신오 신화,Mito de Sinnoh,ตำนานซินโนห์,,,,,,<2351;2361>,,,{14=750}
