变量名,key,text,text_tw,text_en,text_vn,text_kr,text_pt,text_th
6377,battleProgress,Complete the progress,完成進度,Complete the progress,Hoàn thành tiến độ,진행도,Complete o progresso,เสร็จสิ้นความคืบหน้า
6378,buySuccess,Purchased successfully,購買成功,Purchased successfully,Mua thành công,구매 성공,Comprado com sucesso,ซื้อสำเร็จแล้ว
6379,potentialIncreasedStarsUnlocked,#C0xF76B45#Increase star level to #C0xE69900#[%d star]#C0xF76B45# to unlock,#C0xF76B45#星級提升至#C0xE69900#【%d星】#C0xF76B45#解鎖,#C0xF76B45#Increase star level to #C0xE69900#[%d star]#C0xF76B45# to unlock,#C0xF76B45# Tinh cấp tăng lên đến #C0xE69900#[%d Tinh ]#C0xF76B45# Giải tỏa,#C0xF76B45#성급 #C0xE69900#[%d성] #C0xF76B45#달성 시 개방,#C0xF76B45#Aumente o nível de estrela para #C0xE69900#[%s estrela]#C0xF76B45# para desbloquear,#C0xF76B45# เพิ่มระดับดาวเป็น #C0xE69900#[%s ดาว]#C0xF76B45# เพื่อปลดล็อค
6380,canGetArriveAtJubaoNumber,"""When the number of Treasure Pot reaches %d, you get:""",聚寶次數到達%d，可領取：,"""When the number of Treasure Pot reaches %d, you get:""","Tụ bảo số lần đến %d, nhưng nhận lấy:",보물단지 횟수 %d 도달 시 수령 가능:,"Quando o número de Treasure Pots atingir %s, você receberá:",เมื่อจำนวน Treasure Pot ถึง %s คุณจะได้รับ:
6381,diamondDraw,Diamond Card Draw,鑽石抽卡,Diamond Card Draw,Kim cương rút thẻ,다이아 뽑기,Sorteio de Cartas Diamante,การจับฉลากการ์ดเพชร
6382,goldDraw,Coin Card Draw,金幣抽卡,Coin Card Draw,Kim tệ rút thẻ,골드코인 뽑기,Sorteio de cartas de moedas,การจับฉลากการ์ดเหรียญ
6383,drawLeftTime,Draw %d more to guarantee trinket Star Up items,再抽%d次必得飾品升星道具,Draw %d more to guarantee trinket Star Up items,Bảo đảm nhận được vật phẩm nâng cấp phụ kiện sau %d lượt quay nữa,%d회 추가 뽑기 진행 시 액세서리 승급 아이템 100%% 획득,Desenhe %s a mais para garantir itens de bugiganga Star Up,ดึงเพิ่มอีก %s เพื่อรับประกันไอเทม Star Up
6384,drawLimit,Time-limited Soul Box,限時魂匣,Time-limited Soul Box,Hạn lúc hồn hộp,한정 영혼함,Caixa de Alma por Tempo Limitado,กล่องวิญญาณจำกัดเวลา
6385,drawTimes,Draw %d times,抽%d次,Draw %d times,Quất %d Lần,%d회 뽑기,Desenhe %s vezes,วาด %s ครั้ง
6386,res,Item,物品,Item,Vật phẩm,아이템,Item,รายการ
6387,probability,Chance,概率,Chance,Xác suất,확률,Chance,โอกาส
6388,curDrawHaveSprite,Trinket Star Up Item guaranteed,本次必定飾品升星道具,Trinket Star Up Item guaranteed,Lần này chắc chắn nhận đạo cụ tăng sao Trang Sức,이번에 액세서리 승급 아이템 100%% 획득,Item Trinket Star Up garantido,Trinket Star Up ไอเทมรับประกัน
6389,richCostDiamond,#C0xFF5B545B# Do you want to spend %d#Icommon/icon/icon_diamond.png-56-56#? #C0xFF5B545B#,#C0xFF5B545B#是否消耗%d#Icommon/icon/icon_diamond.png-56-56#,#C0xFF5B545B# Do you want to spend %d#Icommon/icon/icon_diamond.png-56-56#? #C0xFF5B545B#,#C0xFF5B545B# Phải chăng tiêu hao %d#Icommon/icon/icon_diamond.png-56-56#,#C0xFF5B545B#%d#Icommon/icon/icon_diamond.png-56-56# 소모,#C0xFF5B545B# Você quer gastar %s#Icommon/icon/icon_diamond.png-56-56#? #C0xFF5B545B#,#C0xFF5B545B# คุณต้องการใช้จ่าย %s#Icommon/icon/icon_diamond.png-56-56# หรือไม่? #C0xFF5B545B#
6390,buyTime,Reset challenge cooldown timer,重置挑戰冷卻時間,Reset challenge cooldown timer,Thiết lập lại khiêu chiến thời gian cooldown,도전 쿨타임 초기화,Reiniciar o temporizador de espera do desafio,รีเซ็ตตัวจับเวลาคูลดาวน์การท้าทาย
6391,changeItems,#C0xFF5B545B#Do you want to spend %d#Icity/pvp/arena/icon_jf_jjc.png# to exchange for rewards?,#C0xFF5B545B#是否消耗%d#Icity/pvp/arena/icon_jf_jjc.png#兌換獎勵,#C0xFF5B545B#Do you want to spend %d#Icity/pvp/arena/icon_jf_jjc.png# to exchange for rewards?,#C0xFF5B545B# Phải chăng tiêu hao %d#Icity/pvp/arena/icon_jf_jjc.png# Hối đoái ban thưởng,#C0xFF5B545B#%d#Icity/pvp/arena/icon_jf_jjc.png#를 소모해 보상 교환,#C0xFF5B545B#Você quer gastar %s#Icity/pvp/arena/icon_jf_jjc.png# para trocar por recompensas?,#C0xFF5B545B#คุณต้องการใช้ %s#Icity/pvp/arena/icon_jf_jjc.png# เพื่อแลกรับรางวัลหรือไม่?
6392,timeNotUp,Not ready yet,未到可挑戰時間,Not ready yet,Chưa tới nhưng khiêu chiến thời gian,도전 시간이 되지 않았습니다.,Ainda não está pronto,ยังไม่พร้อม
6393,rankNotEnough,Reach top 20 to challenge,到達前20名方可挑戰,Reach top 20 to challenge,Đến trước 20 Tên mới có thể khiêu chiến,상위 20위만 도전 가능,Chegue ao top 20 para desafiar,เข้าถึง 20 อันดับแรกเพื่อท้าทาย
6394,drawNum,%d time(s) more,再抽%d次,%d time(s) more,Lại quất %d Lần,%d회 더 뽑기,%s vez(es) mais,%s ครั้งเพิ่มเติม
6395,recentGain,Last Obtained,最近獲得,Last Obtained,Gần nhất thu hoạch được,최근 획득,Último obtido,ได้มาล่าสุด
6396,spaceHonor,Honor,榮 譽,Honor,Vinh Dự,명 예,Honra,ให้เกียรติ
6397,spaceOther,Others,其 他,Others,Hắn,기 타,Outros,คนอื่น
6398,spaceDischarge,Remove,卸 下,Remove,Gỡ Hạ,해 제,Remover,ลบ
6399,successUseTitle,Title put on successfully,成功佩戴稱號,Title put on successfully,Thành công đeo xưng hào,칭호 착용 성공,Título colocado com sucesso,ใส่ชื่อเรื่องได้สำเร็จ
6400,successDischargeTitle,Title removed successfully,成功卸下稱號,Title removed successfully,Thành công dỡ xuống xưng hào,칭호 해제 성공,Título removido com sucesso,ลบชื่อเรื่องสำเร็จแล้ว
6401,titleBook,Titles,稱號簿,Titles,Xưng hào sổ ghi chép,칭호 메뉴,Títulos,ชื่อเรื่อง
6402,challengeLastGate,Please clear the previous level first,請先通關上一關,Please clear the previous level first,Mời trước thông quan bên trên một quan,먼저 지난 스테이지를 클리어하세요.,"Por favor, limpe o nível anterior primeiro",กรุณาผ่านด่านก่อนหน้าให้หมดก่อน
6403,soLazy,This person is too lazy to write anything,這個人很懶，什麼都沒留下,This person is too lazy to write anything,"Người này rất lười, cái gì đều không có lưu lại",아무 내용도 없습니다.,Essa pessoa tem preguiça de escrever qualquer coisa,คนนี้ขี้เกียจเขียนอะไรทั้งนั้น
6404,foreverUse,Validity period: %s Permanently,有效期：%s永久有效,Validity period: %s Permanently,Thời hạn có hiệu lực: %s Vĩnh cửu hữu hiệu,유효기간: %s 영구 유효,Período de validade: %s Permanentemente,ระยะเวลาใช้งาน: %s ถาวร
6405,titleHaveTimeLimit,"Validity period: remaining% s, cannot be used after expiration, and the attribute is invalid",有效期：剩餘%s，過期後不可使用，且屬性失效,"Validity period: remaining% s, cannot be used after expiration, and the attribute is invalid","Thời hạn sử dụng: Còn lại %s, hết hạn sẽ không thể sử dụng và thuộc tính sẽ vô hiệu","""유효기간: %s 남음, 만료 후 사용 불가, 속성 효력 사라짐""","Período de validade: %s restantes, não pode ser usado após a expiração e o atributo é inválido",ระยะเวลาใช้งาน: เหลือ%ss ไม่สามารถใช้งานได้หลังจากหมดอายุ และแอตทริบิวต์ไม่ถูกต้อง
6406,currNoTitle,No title yet,當前分類尚未獲得稱號,No title yet,Trước mắt phân loại chưa thu hoạch được xưng hào,현재 칭호 없음,Ainda sem título,ยังไม่มีชื่อเรื่อง
6407,spaceAdventure,Adventure,冒 險,Adventure,Bốc lên Hiểm,모 험,Aventura,การผจญภัย
6408,firstPassAward,First clearance rewards:,首通獎勵：,First clearance rewards:,Thủ thông ban thưởng:,첫 클리어 보상:,Recompensas pela primeira liberação:,รางวัลการเคลียร์ครั้งแรก:
6409,sweepingReward,Blitz reward:,掃蕩獎勵：,Blitz reward:,Càn quét ban thưởng:,소탕 보상:,Recompensa Blitz:,รางวัลบลิตซ์:
6410,elementAttributeRestrictionNotBattle,The types of Pokémons that are not allowed on the battlefield include:,限制上陣精靈屬性，不可上陣精靈屬性：,The types of Pokémons that are not allowed on the battlefield include:,"Hạn chế ra trận tinh linh thuộc tính, không thể ra trận tinh linh thuộc tính:","""포켓몬 타입 출전 제한, 출전할 수 없는 포켓몬 타입:""",Os tipos de Pokémon que não são permitidos no campo de batalha incluem:,ประเภทของโปเกมอนที่ไม่อนุญาตให้เข้าสู่สนามรบ ได้แก่:
6411,attributeCorrection,Type adjustment:,屬性修正：,Type adjustment:,Thuộc tính sửa đổi:,타입 수정:,Ajuste de tipo:,การปรับปรุงประเภท:
6412,limitPlayingCards,Battle Pokémon restriction:,上陣精靈限制：,Battle Pokémon restriction:,Hạn chế Pokémon lên trận:,출전 포켓몬 제한:,Restrição de Pokémon de Batalha:,ข้อจำกัดของโปเกมอนต่อสู้:
6413,elementAttributeRestrictionCanBattle,The types of Pokémons allowed on the battlefield is limited to:,限制上陣精靈屬性，可上陣精靈屬性：,The types of Pokémons allowed on the battlefield is limited to:,"Hạn chế ra trận tinh linh thuộc tính, có thể lên trận tinh linh thuộc tính:","""포켓몬 타입 출전 제한, 출전 가능한 포켓몬 타입:""",Os tipos de Pokémon permitidos no campo de batalha são limitados a:,ประเภทของโปเกมอนที่ได้รับอนุญาตให้เข้าสู่สนามรบมีจำกัดดังนี้:
6414,weSpirit,Allied Pokémons,我方精靈,Allied Pokémons,Bên ta tinh linh,아군 포켓몬,Pokémons aliados,โปเกมอนพันธมิตร
6415,enemySpirit,Enemy Pokémons,敵方精靈,Enemy Pokémons,Địch quân tinh linh,적 포켓몬,Pokémons inimigos,โปเกมอนศัตรู
6416,bothSpirit,Pokémons of both sides,雙方精靈,Pokémons of both sides,Song phương tinh linh,양측 포켓몬,Pokémons de ambos os lados,โปเกม่อนของทั้งสองฝ่าย
6417,increase,Increase,增加,Increase,Gia tăng,증가,Aumentar,เพิ่มขึ้น
6418,reduce,Reduce,減少,Reduce,Giảm bớt,감소,Reduzir,ลด
6419,forceIntoBattle,Forced to fight,強制上陣,Forced to fight,Cưỡng chế ra trận,강제 출전,Forçado a lutar,ถูกบังคับให้ต่อสู้
6420,someSpriteSomeNum,%d %s Pokémons,%s精靈%d個,%d %s Pokémons,%s Tinh linh %d Cái,%s 포켓몬 %d마리,%s %s Pokémons,%s %s โปเกมอน
6421,lineupInconsistency,"""The current line-up does not meet the level requirements, please rearrange it""",當前陣容不符合關卡條件，請重新佈陣,"""The current line-up does not meet the level requirements, please rearrange it""","Trước mắt đội hình không phù hợp cửa ải điều kiện, mời một lần nữa bày trận",현재 라인업이 스테이지 조건에 맞지 않습니다. 다시 라인업을 설정하세요.,"A escalação atual não atende aos requisitos de nível, por favor, reorganize-a",“ไลน์อัพปัจจุบันไม่ตรงตามข้อกำหนดระดับ กรุณาจัดใหม่”
6422,resetGate,Confirm to reset level,確認重置關卡,Confirm to reset level,Xác nhận thiết lập lại cửa ải,스테이지 초기화 확인,Confirme para redefinir o nível,ยืนยันการรีเซ็ตระดับ
6423,sweepGate,Blitz until level %s and obtain Blitz Rewards for blitzed levels,掃蕩至第%s關，並獲得已掃蕩關卡的掃蕩獎勵,Blitz until level %s and obtain Blitz Rewards for blitzed levels,"Càn quét đến thứ %s Quan, cũng thu hoạch được đã càn quét cửa ải càn quét ban thưởng",스테이지%s까지 소탕 및 소탕한 스테이지의 보상을 획득했습니다.,Blitz até o nível %s e obtenha recompensas Blitz para níveis blitzados,บลิทซ์จนถึงเลเวล %s และรับรางวัลบลิทซ์สำหรับเลเวลที่บลิทซ์
6424,cannotSweep,There are no levels to blitz for now,當前無關卡可進行掃蕩,There are no levels to blitz for now,Trước mắt không quan hệ thẻ có thể tiến hành càn quét,현재 소탕할 수 있는 스테이지가 없습니다.,Não há níveis para atacar por enquanto,ไม่มีระดับให้บลิตซ์ในตอนนี้
6425,cannotResetGate,You can't reset the current level,當前關卡無法重置,You can't reset the current level,Trước mắt cửa ải không cách nào thiết lập lại,현재 스테이지는 초기화할 수 없습니다.,Você não pode redefinir o nível atual,คุณไม่สามารถรีเซ็ตระดับปัจจุบันได้
