变量名,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_kr,roleName_vn,roleName_pt,roleName_th,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,talkContent_pt,talkContent_th,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
1003,1003,开启图鉴-功能入口,101,,,,,,,,,,,,,0.1,1,2,,,{x=200;y=0},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ Tay,Rotom Dex,โรทอมเด็กซ์,在图鉴中可查看您当前已收集的精灵，还可以获得属性加成。,在圖鑒中可檢視您當前已收集的精靈，還可以獲得屬性加成。,"You can view the Pokémons you have collected so far in Pokédex, and can also get stats bonus.","Bạn có thể xem Pokémon mà mình đã thu thập được trong Pokédex, và cũng nhận được thêm chỉ số thuộc tính.","""도감에서는 수집한 포켓몬을 확인할 수 있고, 속성 보너스도 얻을 수 있어 로토.""",Você pode ver seus Pokémon coletados atualmente na Pokédex e também obter bônus de atributo.,คุณสามารถดูโปเกมอนที่เก็บสะสมได้ในปัจจุบันใน Pokédex และยังได้รับโบนัสค่าสถานะอีกด้วย,,图鉴,,,,,,,,{width=6240;height=2880;dx=0;dy=0},,,,
1004,1004,开启图鉴-突破介绍,101,,,,,,,,,,,,,0.1,1,2,,,{x=-300;y=50},login/new_character/img_tjltm@.png,{x=0;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,收集一定数量的精灵之后还可以通过突破来获得额外属性加成,收集一定數量的精靈之後還可以通過突破來獲得額外屬性加成,"After collecting a certain number of Pokémons, you can also gain additional type bonuses by breaking through.","Sau khi thu thập được một số lượng Pokémon nhất định, bạn cũng có thể nhận được thêm điểm cộng thuộc tính thông qua đột phá.",일정 수량의 포켓몬을 수집하면 돌파를 통해 추가 속성 보너스를 획득할 수 있어 로토.,"Após coletar um certo número de Pokémon, você também pode obter bônus de atributo adicionais através de avanços.",หลังจากสะสมโปเกมอนจำนวนหนึ่งแล้ว คุณยังสามารถได้รับโบนัสค่าสถานะเพิ่มเติมผ่านการพัฒนาได้อีกด้วย,,图鉴,<left;btnUp>,,effect/shouyindao.skel,150,,,,,,,,
1005,1005,开启图鉴-突破介绍,101,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=200},login/new_character/img_tjltm@.png,{x=0;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,训练家！继续加油，收集更多精灵吧！,訓練家！繼續加油，收集更多精靈吧！,Trainer! Keep on collecting more Pokémons!,"Huấn luyện viên! Cố lên nào, thu thập thêm nhiều Pokémon nữa nhé!",트레이너! 그럼 계속 노력해서 더 많은 포켓몬을 수집해 봐 로토!,"Treinador! Continue o bom trabalho, coleciona mais Pokémon!",เทรนเนอร์! สู้ต่อไป เก็บโปเกมอนให้ได้เยอะๆ นะ!,,图鉴,,,,,,,,{width=6240;height=2880;dx=0;dy=0},,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,1051,携带道具-剧情对白,105,,all,11,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ Tay,Rotom Dex,โรทอมเดกซ์,恭喜你，解锁了携带道具，让我们去看看吧,恭喜你，解鎖了攜帶道具，讓我們去看看吧,"Congratulations! You've unlocked Held Items, let's check it out!",Chúc mừng bạn! Bạn đã mở khóa được vật phẩm mang theo. Hãy cùng xem chúng nào!,"""축하해, 휴대 아이템 기능이 개방됐어 로토. 어서 살펴보자 로토.""",Parabéns! Você desbloqueou itens de suporte. Vamos ver!,ขอแสดงความยินดี! คุณปลดล็อกไอเทมพกพาแล้ว ไปดูกันเลย!,,,,,,,,,,,,,,
1052,1052,携带道具-打开背包,105,,,,,,,1,,,,,,0.1,,1,,,{x=-100;y=100},login/new_character/img_tjltm@.png,{x=-100;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,点击这里进入精灵背包,點擊這裡進入精靈背包,Tap here to open the bag.,Nhấp vào đây để vào túi Pokémon,포켓몬 가방을 열어 봐 로토.,Clique aqui para acessar a Mochila Pokémon,คลิกที่นี่เพื่อเข้าสู่กระเป๋าโปเกมอน,,精灵背包,<centerBottomPanel;actionList;cardBag>,,effect/shouyindao.skel,150,,,,,,,,
1053,1053,携带道具-选择第一个精灵,105,,,,,,,,,,,,,0.1,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotomdex,โรทอมเดกซ์,点击这里进入精灵的强化界面,點擊這裡進入精靈的強化介面,Tap here to enter the Pokémon enhancement interface.,Nhấn vào đây để vào giao diện tăng cường Pokémon,이번엔 여길 터치해 포켓몬 강화 메뉴로 입장해 로토.,Clique aqui para acessar a interface de fortalecimento do Pokémon,คลิกที่นี่เพื่อเข้าสู่ส่วนเสริมพลังโปเกมอน,,第一个精灵,<centerPanel;cardList;subList;cardItem1>,,effect/shouyindao.skel,,,,,,,,,
1054,1054,携带道具-点击携带道具入口,105,,,,,,,,,,,,,0.1,,2,,,{x=-500;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,点一下这里，打开携带道具界面,點一下這裡，打開攜帶道具介面,Tap here to open the Held Item interface.,Nhấn vào đây để mở giao diện vật phẩm mang theo.,여길 터치해서 아이템 메뉴를 열어 봐 로토.,Toque aqui para abrir a tela de itens carregados.,แตะที่นี่เพื่อเปิดหน้าจอไอเทมที่ถืออยู่,,,<left;btnHeldItem>,,effect/shouyindao.skel,,,,,,,,,
1055,1055,携带道具-点击装备,105,,,,,,,,,,,,,0.1,,1,,,{x=250;y=200},login/new_character/img_tjltm@.png,{x=-100;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ Tay,Rotom Dex,โรทอมเด็กซ์,点击这里可以装备携带道具,點擊這裡可以裝備攜帶道具,Tap here to equip Held Items.,Nhấn vào đây để trang bị vật phẩm giữ,여길 터치하면 휴대 아이템을 장비할 수 있어 로토.,Clique aqui para equipar itens segurados,คลิกที่นี่เพื่อติดตั้งไอเทมที่ถืออยู่,,,<right;btnDress>,,effect/shouyindao.skel,,,,,,,,,
1056,1056,携带道具-剧情对白,105,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,携带道具可以提升为精灵增加额外效果，在战斗中发挥作用,攜帶道具可以提升為精靈增加額外效果，在戰鬥中發揮作用,Held Items can be upgraded to provide additional effects for Pokémons during battles.,"Mang theo vật phẩm có thể tăng cường Pokémon, thêm hiệu ứng phụ hữu ích trong trận chiến.","""휴대 아이템은 포켓몬의 추가 효과를 증가시킬 수 있고, 전투 중에 활용할 수 있어 로토.""","Carregar itens pode melhorar Pokémon, adicionando efeitos extras úteis em batalha.",การพกพาไอเทมสามารถเพิ่มพลังให้กับโปเกมอน เพิ่มเอฟเฟกต์เสริมที่มีประโยชน์ในระหว่างการต่อสู้,,,,,,,,,,,,,,
1057,1057,携带道具-剧情对白,105,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,在冒险中，可以获得各式各样的携带道具，记得给合适的精灵选择合适的携带道具哈,在冒險中，可以獲得各式各樣的攜帶道具，記得給合適的精靈選擇合適的攜帶道具哈,"In the adventure, you can get various kinds of Held Items. Remember to choose the right Held Item that is suitable for the Pokémons.","Trong cuộc phiêu lưu, bạn có thể thu thập được nhiều loại vật phẩm mang theo khác nhau. Hãy nhớ chọn vật phẩm phù hợp cho Pokémon của mình nhé!",모험 중에는 다양한 휴대 아이템을 획득할 수 있어 로토. 포켓몬에게 적합한 휴대 아이템을 선택해 줘야 해 로토.,"Durante sua aventura, você pode obter vários itens de posse. Lembre-se de escolher itens de posse adequados para seus Pokémon.",ในระหว่างการผจญภัย คุณสามารถได้รับไอเทมพกพาต่างๆ จำไว้ว่าต้องเลือกไอเทมพกพาที่เหมาะสมให้กับโปเกมอนของคุณด้วยนะ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,1101,日常任务-剧情对白,111,,all,12,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,日常任务开启了，让我们去看一看吧,日常任務開啟了，讓我們去看一看吧,"Daily quests are available, let's check it out!","Nhiệm vụ hàng ngày đã mở, hãy cùng xem nào!",일일 퀘스트가 개방됐어. 얼른 가서 살펴보자 로토.,"As tarefas diárias estão abertas, vamos ver!",ภารกิจประจำวันเปิดแล้ว ไปดูกันเลย!,,,,,,,,,,,,,,
1102,1102,日常任务-功能入口,111,,,,,,,1,,,,,,0.1,1,2,,,{x=-350;y=500},login/new_character/img_tjltm@.png,{x=0;y=500},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,点此进入任务面板,點此進入任務面板,Tap here to enter the quest interface.,Nhấn để vào bảng nhiệm vụ,터치해 퀘스트 메뉴를 열어 봐 로토.,Clique para entrar no painel de tarefas,คลิกเพื่อเข้าสู่แผงงาน,,图鉴,<centerBottomPanel;actionList;task>,,effect/shouyindao.skel,,,,,,,,,
1103,1103,日常任务-功能介绍,111,,,,,,,,,,,,,0.1,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ Tay,Rotom Dex,โรทอมเด็กซ์,每天完成日常任务，可以快速提升等级，不要忘记了哟,每天完成日常任務，可以快速提升等級，不要忘記了喲,Don't forget to complete daily quests daily to increase level quickly.,Hoàn thành nhiệm vụ hàng ngày mỗi ngày để nhanh chóng tăng cấp. Đừng quên nhé!,매일 일일 퀘스트를 완료하면 빠르게 레벨을 높일 수 있어 로토.,Complete suas tarefas diárias todos os dias para subir de nível rapidamente. Não se esqueça!,ทำภารกิจประจำวันทุกวันเพื่อเพิ่มเลเวลอย่างรวดเร็ว อย่าลืมนะ!,,图鉴,,,,,,,,{width=6240;height=2880;dx=0;dy=0},,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,1201,开启冒险证书-剧情对白,121,,city.view,12,,,,1,,,,1,,0.1,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,恭喜你，获得了“冒险执照”，让我们去看一看有什么作用吧！,恭喜你，獲得了“冒險執照”，讓我們去看一看有什麼作用吧！,"Congratulations! You got the ""Adventure Pass"", let's see what it can do!","Chúc mừng bạn đã nhận được ""Giấy phép phiêu lưu""! Hãy cùng xem nó có tác dụng gì nhé!","""축하해, “모험 허가증”을 획득했어 로토, 어서 확인해 보자 로토!""","Parabéns! Você obteve uma ""Licença de Aventura"". Vamos ver para que serve!","ขอแสดงความยินดี! คุณได้รับ ""ใบอนุญาตผจญภัย"" แล้ว มาดูกันว่ามันใช้ทำอะไรได้บ้าง!",,养成,,,,,,,,,,,,
1202,1202,开启冒险证书-功能入口,121,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotomdex,โรทอมเดกซ์,在这里点击“养成”，打开养成列表,在這裡點擊“養成”，打開養成列表,"Tap ""Training"" to open the training list.",,육성을 터치해서 육성 메뉴를 열어 봐 로토.,,,,养成,<centerBottomPanel;actionList;develop>,,effect/shouyindao.skel,,,,,,,,,
1203,1203,开启冒险证书-功能入口,121,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,点一下这里，打开冒险执照界面,點一下這裡，打開冒險執照介面,Tap here to open the Adventure Pass interface.,Nhấn vào đây để mở giao diện Giấy phép phiêu lưu.,여길 터치해서 모험 허가증 메뉴를 열어 봐 로토.,Toque aqui para abrir a interface da Licença de Aventura.,แตะที่นี่เพื่อเปิดส่วนต่อประสานใบอนุญาตการผจญภัย,,养成,<developPanel;developList;listItem;trainer>,,effect/shouyindao.skel,,,,,,,,,
1204,1204,空白,121,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,
1205,1205,空白,121,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,
1206,1206,开启冒险证书-功能介绍,121,,,,,,,,,,,,,0.1,1,2,,,{x=-500;y=150},login/new_character/img_tjltm@.png,{x=0;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotomdex,โรทอมเดกซ์,可以提升技能来获得额外特权，升级材料可以通过日常任务获得,可以提升技能來獲得額外特權，升級材料可以通過日常任務獲得,"Moves can be upgraded to gain extra privileges, while upgraded materials can be obtained through completing daily quests.",Nâng cấp kỹ năng để nhận được đặc quyền thêm; nguyên liệu nâng cấp có thể thu được thông qua nhiệm vụ hàng ngày.,기술을 향상시켜서 추가 특권을 얻을 수 있어 로토. 레벨업 재료는 일일 퀘스트에서 획득하면 돼 로토.,Melhore as habilidades para obter privilégios extras; materiais de atualização podem ser obtidos por meio de tarefas diárias.,สามารถอัพเกรดทักษะเพื่อรับสิทธิพิเศษเพิ่มเติมได้ วัสดุอัพเกรดสามารถได้รับผ่านภารกิจประจำวัน,,养成,<bottomList;item2>,,,,,,TRUE,{width=670;height=300;dx=0;dy=0},,,,
1207,1207,开启冒险证书-功能介绍,121,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=500},login/new_character/img_tjltm@.png,{x=0;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ Tay,Rotom Dex,โรทอมเด็กซ์,提升技能可以获得经验，经验积累满了可以提升特权等级,提升技能可以獲得經驗，經驗積累滿了可以提升特權等級,"Upgrading moves can give you more EXP, which can then be used to increase your Privilege level.","Nâng cao kỹ năng sẽ nhận được kinh nghiệm, tích lũy đủ kinh nghiệm sẽ nâng cấp cấp độ đặc quyền.","""기술을 향상시키면 경험치를 얻을 수 있고, 경험치가 쌓이면 특권 레벨이 높아질 거야 로토.""","Melhorar habilidades concede experiência, e acumular experiência suficiente aumenta o nível de privilégio.",การพัฒนาความสามารถจะได้รับประสบการณ์ และการสะสมประสบการณ์ให้เต็มจะเพิ่มระดับสิทธิพิเศษ,,养成,<slider>,,,,,,TRUE,{width=1720;height=230;dx=35;dy=70},,,,
