变量名,title,title_tw,title_en,title_vn,title_kr,title_pt,title_th,languages,showType,color,resBg,res,spineSize,type,sameId,kind,source,itemId,feature,rank,needNotice,alwaysDisplay,days,message,_message,message_tw,message_en,needNotice_vn,message_kr,message_pt,message_th,conditionDesc,conditionDesc_tw,conditionDesc_en,conditionDesc_kr,conditionDesc_vn,conditionDesc_pt,conditionDesc_th,condition1,conditionArg1_1,conditionArg1_2,conditionDesc2,condition2,conditionArg2_1,conditionArg2_2,attrNatureType1,attrType1,attrValue1,attrNatureType2,attrType2,attrValue2,attrNatureType3,attrType3,attrValue3
2049,古老传说,古老傳說,Ancient Legend,Truyền thuyết cổ xưa,오래된 전설,Lenda Antiga,ตำนานโบราณ,,pic,<92;153;112>,,config/title/img_glcs.png,,3,,1,,2549,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2050,狂热粉丝,狂熱粉絲,Fervent Fan,Fan cuồng,열광적인 팬,Fã Fervoroso,แฟนคลับตัวยง,,pic,<92;153;112>,,config/title/img_2znznq.png,,3,,1,,2550,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2051,真爱粉,真愛粉,True Love Fan,Fan cứng,진정한 팬,Fã de Verdade,แฟนพันธุ์แท้,,pic,<92;153;112>,,config/title/img_3zn.png,,3,,1,,2551,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2052,资深玩家,資深玩家,Veteran Player,Người chơi kỳ cựu,베테랑 플레이어,Jogador Veterano,ผู้เล่นมากประสบการณ์,,pic,<92;153;112>,,config/title/img_4zn.png,,3,,1,,2552,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,500,0,0,0,0,0,
2053,粽行四海,粽行四海,Zongzi Across the Four Seas,Bánh chưng đi khắp bốn biển,쫑쯔로 사해를 누비다,Zongzi pelos Quatro Mares,บ๊ะจ่างท่องสี่ทะเล,,pic,<92;153;112>,,config/title/img_22dwj.png,,3,,1,,2553,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2054,铁杆球迷,鐵桿球迷,Die-hard Fan,Fan hâm mộ cuồng nhiệt,열성적인 팬,Fã Incondicional,แฟนพันธุ์แท้,,pic,<92;153;112>,,config/title/img_22sjb.png,,3,,1,,2554,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2055,万圣节妖约,萬聖節妖約,Halloween Demon Date,Hẹn hò yêu quái Halloween,할로윈의 요괴 약속,Encontro Demoníaco de Halloween,นัดเดทปีศาจฮาโลวีน,,pic,<92;153;112>,,config/title/img_22wsj.png,,3,,1,,2555,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2056,宵遥自在,逍遙自在,Carefree and at Ease,Tự do tự tại,자유롭게 노닐다,Livre e à Vontade,อิสระเสรี,,pic,<92;153;112>,,config/title/img_22yxj.png,,3,,1,,2556,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2057,玉兔请签收,玉兔請簽收,"Jade Rabbit, Please Sign",Thỏ ngọc vui lòng ký nhận,옥토끼 수령하세요,"Coelho de Jade, Por Favor Assine",กระต่ายหยกโปรดลงนาม,,pic,<92;153;112>,,config/title/img_22zq.png,,3,,1,,2557,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2058,美好诞生,美好誕生,Beauty is Born,Sự ra đời tốt đẹp,아름다운 탄생,O Belo Nasce,ความงดงามถือกำเนิด,,pic,<92;153;112>,,config/title/img_23sd.png,,3,,1,,2558,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2059,岁岁年年,歲歲年年,Year After Year,Năm tháng trôi qua,세월이 흘러도,Ano Após Ano,ปีแล้วปีเล่า,,pic,<92;153;112>,,config/title/img_24yd.png,,3,,1,,2559,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2060,童心飞扬,童心飛揚,Childlike Heart Takes Flight,Tâm hồn trẻ thơ bay bổng,동심이 날아오르다,Coração de Criança Voa Alto,หัวใจเด็กน้อยโบยบิน,,pic,<92;153;112>,,config/title/img_61ch.png,,3,,1,,2560,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2061,卡牌王者,卡牌王者,Card King,Vua thẻ bài,카드의 왕,Rei das Cartas,ราชาแห่งการ์ด,,pic,<92;153;112>,,config/title/img_kpwz.png,,3,,1,,2561,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,14,500,0,15,500,0,0,
2062,卡牌大师,卡牌大師,Card Master,Đại sư thẻ bài,카드의 대가,Mestre das Cartas,ปรมาจารย์แห่งการ์ด,,pic,<92;153;112>,,config/title/img_kpds.png,,3,,1,,2562,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,22,500,0,24,500,0,0,
2063,梦想家,夢想家,Dreamer,Người mơ mộng,몽상가,Sonhador,นักฝัน,,pic,<92;153;112>,,config/title/img_mxj.png,,3,,1,,2563,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,5%,0,26,5%,0,0,
2064,玄青裂空,玄青裂空,Mystic Blue Rayquaza,Rayquaza Xanh Huyền,검푸른 레쿠쟈,Rayquaza Azul Místico,เร็คคูซาสีน้ำเงินเข้ม,,spine,<92;153;112>,,title/xuanqingliekong.skel,<254;104>,3,,1,,2564,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,11,1000,0,12,1000,0,13,1000
2065,战斗的神话,戰鬥的神話,Myth of Battle,Thần thoại chiến đấu,전투의 신화,Mito da Batalha,ตำนานแห่งการต่อสู้,,spine,<92;153;112>,,title/skeleton.skel,<254;104>,3,,1,,2565,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,90,1500,0,19,1000,0,0,
2066,逆境翻转,逆境翻轉,Reversal Against the Odds,Lật ngược tình thế,역경을 뒤집다,Virada Contra as Adversidades,พลิกสถานการณ์,,spine,<92;153;112>,,title/nijingfanzhuan.skel,<254;104>,3,,1,,2566,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,13,200,0,22,1000,0,0,
2067,顶尖强者,頂尖強者,Top-tier Powerhouse,Kẻ mạnh nhất,최정상의 강자,Potência de Ponta,ผู้แข็งแกร่งระดับสูงสุด,,spine,<92;153;112>,,title/djqz.skel,<254;104>,3,,1,,2567,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,24,1000,0,25,1000,0,0,
2068,谁不是宝宝呢,誰不是寶寶呢,Who Isn't a Baby?,Ai mà không phải là bé cưng chứ,누구나 아기다,Quem Não é um Bebê?,ใครบ้างที่ไม่ใช่เด็กน้อย,,spine,<92;153;112>,,title/61chenghao.skel,<254;104>,3,,1,,2568,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,5%,0,23,500,0,0,
2069,一骑绝尘,一騎絕塵,Riding Away in Glory,Một mình vượt trội,독보적인 존재,Cavalgando em Glória,โดดเด่นเหนือใคร,,spine,<92;153;112>,,title/yjjc.skel,<254;104>,3,,1,,2569,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,10%,0,23,1000,0,13,1000
2070,传说创造,傳說創造,Legend Creator,Sáng tạo huyền thoại,전설 창조,Criador de Lendas,ผู้สร้างตำนาน,,spine,<92;153;112>,,title/chuanshuochuangzao.skel,<254;104>,3,,1,,2570,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,22,3000,0,92,2000,0,93,2000
2071,龙舟竞渡,龍舟競渡,Dragon Boat Race,Đua thuyền rồng,용선 경주,Corrida de Barcos-Dragão,การแข่งเรือมังกร,,pic,<92;153;112>,,config/title/img_24dw.png,,3,,1,,2571,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2072,双星良夜,雙星良夜,Good Night of Twin Stars,Đêm tốt lành của hai ngôi sao,두 별의 좋은 밤,Boa Noite das Estrelas Gêmeas,ค่ำคืนดีๆ ของดาวคู่,,pic,<92;153;112>,,config/title/img_24qx.png,,3,,1,,2572,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,500,0,0,0,0,0,
2073,夏日限定,夏日限定,Summer Limited,Giới hạn mùa hè,여름 한정,Limitado de Verão,ลิมิเต็ดฤดูร้อน,,pic,<92;153;112>,,config/title/img_24xrj.png,,3,,1,,2573,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2074,童心筑梦,童心築夢,Building Dreams with a Childlike Heart,Tâm hồn trẻ thơ xây dựng ước mơ,동심으로 꿈을 짓다,Construindo Sonhos com um Coração de Criança,สร้างฝันด้วยใจเด็ก,,pic,<92;153;112>,,config/title/img_2461.png,,3,,1,,2574,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2075,万众瞩目,萬眾矚目,Center of Attention,Tâm điểm chú ý,만인의 주목,Centro das Atenções,เป็นที่จับตามอง,,pic,<92;153;112>,,config/title/img_wzzm.png,,3,,1,,2575,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2076,勇气大爆发,勇氣大爆發,Courage Eruption,Bùng nổ dũng khí,용기 대폭발,Explosão de Coragem,ความกล้าระเบิด,,pic,<92;153;112>,,config/title/img_yqdbf.png,,3,,1,,2576,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2077,神·玄青裂空,神·玄青裂空,God - Mystic Blue Rayquaza,Thần - Rayquaza Xanh Huyền,신·검푸른 레쿠쟈,Deus - Rayquaza Azul Místico,เทพ·เร็คคูซาสีน้ำเงินเข้ม,,spine,<92;153;112>,,title/xuanqingliekong.skel,<254;104>,3,,1,,2577,,,,1,0,,,,,,,,,永久累充活动获取,永久累儲活動獲取,Obtained from Permanent Cumulative Recharge Event,영구 누적 충전 이벤트에서 획득,Nhận từ Sự kiện Nạp tích lũy Vĩnh viễn,Obtido no Evento de Recarga Acumulativa Permanente,ได้รับจากกิจกรรมเติมเงินสะสมถาวร,,,,,,,,0,22,3000,0,23,3000,0,93,5000
2078,冒险王子,冒險王子,Adventure Prince,Hoàng tử Mạo hiểm,모험의 왕자,Príncipe da Aventura,เจ้าชายแห่งการผจญภัย,,spine,<92;153;112>,,title/maoxianwangzi.skel,<254;104>,3,,1,,2578,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,5%,0,7,5%,0,8,5%
2079,深渊启明者,深淵啟明者,Abyss Enlightener,Người khai sáng vực thẳm,심연의 계몽자,Iluminador do Abismo,ผู้เบิกทางแห่งขุมนรก,,spine,<92;153;112>,,title/sy_qimingzhe.skel,<254;104>,3,,1,,2579,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,10%,0,7,10%,0,8,10%
2080,深渊破界者,深淵破界者,Abyss World-Breaker,Kẻ phá vỡ ranh giới vực thẳm,심연의 경계 파괴자,Destruidor de Mundos do Abismo,ผู้ทำลายขอบเขตแห่งขุมนรก,,spine,<92;153;112>,,title/sy_pojiezhe.skel,<254;104>,3,,1,,2580,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,20%,0,7,20%,0,8,20%
2081,漫步月球,漫步月球,Moonwalker,Dạo bước trên mặt trăng,달 위를 걷다,Andarilho da Lua,เดินบนดวงจันทร์,,pic,<92;153;112>,,config/title/img_24zqj.png,,3,,1,,2581,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2082,玩乐派,玩樂派,Fun-loving Party,Hội vui chơi,즐기는 파티,Grupo Divertido,แก๊งค์สายเล่น,,pic,<92;153;112>,,config/title/img_24gqj.png,,3,,1,,2582,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2083,捣蛋鬼驾到,搗蛋鬼駕到,Trick-or-Treater Arrives,Quỷ nghịch ngợm đến rồi,장난꾸러기 귀신 등장,O Travesso Chegou,ผีจอมป่วนมาแล้ว,,pic,<92;153;112>,,config/title/img_24wsj.png,,3,,1,,2583,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,500,0,0,0,0,0,
2084,圣诞夜之星,聖誕夜之星,Christmas Eve Star,Ngôi sao đêm Giáng sinh,크리스마스 이브의 별,Estrela da Noite de Natal,ดาวแห่งคืนคริสต์มาส,,pic,<92;153;112>,,config/title/img_24sd.png,,3,,1,,2584,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2085,崭新登场,嶄新登場,Brand New Appearance,Xuất hiện mới mẻ,새로운 등장,Nova Aparição,การปรากฏตัวครั้งใหม่,,pic,<92;153;112>,,config/title/img_25yd.png,,3,,1,,2585,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2086,万事如意,萬事如意,All Wishes Come True,Vạn sự như ý,만사형통,Todos os Desejos se Realizam,สมปรารถนาทุกประการ,,pic,<92;153;112>,,config/title/img_25cj.png,,3,,1,,2586,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,500,0,0,0,0,0,
3001,明星公会,明星公會,Star Guild,Bang hội ngôi sao,스타 길드,Guilda Estrela,กิลด์ดารา,,pic,<92;153;112>,config/title/img_purple@.png,config/title/txt_mxgh.png,,1,,2,,2523,unionQAUnion,1,,1,7,,,,,,,,,所在公会在精灵问答排名结算时累计总积分第1名时获得（离开公会后将失效）,所在公會在寶可夢問答排名結算時累積總積分第1名時獲得（離開公會後將失效）,Obtained when your guild ranks 1st in total points at the Pokémon Quiz ranking settlement (will be lost upon leaving the guild),소속 길드가 포켓몬 퀴즈 랭킹 정산 시 총점 1위를 차지하면 획득 (길드 탈퇴 시 효력 상실),Nhận khi bang hội của bạn đạt hạng 1 về tổng điểm tại kỳ tổng kết xếp hạng Đố vui Pokémon (sẽ mất hiệu lực sau khi rời bang hội),Obtido quando sua guilda fica em 1º lugar em pontos totais no acerto do ranking do Quiz Pokémon (será perdido ao sair da guilda),ได้รับเมื่อกิลด์ของคุณได้อันดับที่ 1 ในคะแนนรวมตอนสรุปผลอันดับคำถามโปเกมอน (จะหายไปเมื่อออกจากกิลด์),,,,,,,,0,7,1%,0,8,1%,0,0,
3002,决胜烟柳满皇都,決勝煙柳滿皇都,Decisive Battle in the Capital,Thắng bại tại kinh đô đầy liễu khói,"결전, 황도의 버드나무",Batalha Decisiva na Capital Cheia de Salgueiros,ชัยชนะ ณ เมืองหลวงที่เต็มไปด้วยต้นหลิวและควัน,,pic,<92;153;112>,config/title/jsyl.png,config/title/jsyl.png,,1,,2,,2587,unionQAUnion,1,,1,7,"#C0xFF5B545B#【The Coolest Big Shot on This Server】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～",#C0xFF5B545B#【本服最帅的大佬】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧～,#C0xFF5B545B#【本服最帥的大佬】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧～,"#C0xFF5B545B#【The Coolest Big Shot on This Server】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～","#C0xFF5B545B#【Đại Gia Ngầu Nhất Server】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi～","#C0xFF5B545B#【이 서버 최고의 멋쟁이】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요~","#C0xFF5B545B#【O Chefão Mais Legal Deste Servidor】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!～",#C0xFF5B545B#【พี่ใหญ่สุดเท่ของเซิร์ฟเวอร์นี้】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ~,定制获得,訂製獲得,Obtained by Customization,커스텀으로 획득,Nhận qua Tùy chỉnh,Obtido por Personalização,ได้รับจากการปรับแต่ง,,,,,,,,0,7,1%,0,8,1%,0,0,
3003,草色遥看近却无,草色遙看近卻無,"Grass Looks Green from Afar, but is Bare Up Close",Cỏ xanh nhìn xa tưởng gần mà không,풀빛은 멀리서 보면 있지만 가까이서는 없다,"A Grama Parece Verde de Longe, mas é Rala de Perto",มองหญ้าไกลๆ เขียวขจี แต่ใกล้ๆ กลับไม่มี,,pic,<92;153;112>,config/title/csykjqw.png,config/title/csykjqw.png,,1,,2,,2588,unionQAUnion,1,,1,7,"#C0xFF5B545B#【The Coolest Big Shot on This Server】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～",#C0xFF5B545B#【本服最帅的大佬】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧～,#C0xFF5B545B#【本服最帥的大佬】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧～,"#C0xFF5B545B#【The Coolest Big Shot on This Server】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～","#C0xFF5B545B#【Đại Gia Ngầu Nhất Server】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi～","#C0xFF5B545B#【이 서버 최고의 멋쟁이】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요~","#C0xFF5B545B#【O Chefão Mais Legal Deste Servidor】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!～",#C0xFF5B545B#【พี่ใหญ่สุดเท่ของเซิร์ฟเวอร์นี้】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ~,定制获得,訂製獲得,Obtained by Customization,커스텀으로 획득,Nhận qua Tùy chỉnh,Obtido por Personalização,ได้รับจากการปรับแต่ง,,,,,,,,0,7,1%,0,8,1%,0,0,
3004,万事尊音,萬事尊音,All Things Honor Sound,Vạn sự tôn âm,만사존음,O Som de Todas as Coisas,ทุกสรรพสิ่งให้เกียรติเสียง,,pic,<92;153;112>,config/title/wszy.png,config/title/wszy.png,,1,,2,,2589,unionQAUnion,1,,1,7,"#C0xFF5B545B#【The Coolest Big Shot on This Server】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～",#C0xFF5B545B#【本服最帅的大佬】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧～,#C0xFF5B545B#【本服最帥的大佬】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧～,"#C0xFF5B545B#【The Coolest Big Shot on This Server】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～","#C0xFF5B545B#【Đại Gia Ngầu Nhất Server】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi～","#C0xFF5B545B#【이 서버 최고의 멋쟁이】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요~","#C0xFF5B545B#【O Chefão Mais Legal Deste Servidor】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!～",#C0xFF5B545B#【พี่ใหญ่สุดเท่ของเซิร์ฟเวอร์นี้】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ~,定制获得,訂製獲得,Obtained by Customization,커스텀으로 획득,Nhận qua Tùy chỉnh,Obtido por Personalização,ได้รับจากการปรับแต่ง,,,,,,,,0,7,1%,0,8,1%,0,0,
